jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us-in,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-ks,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-ky,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-la,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-ma,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-md,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-me,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-mi,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-mn,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-mo,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-ms,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-mt,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-nc,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-nd,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-ne,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-nh,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-nj,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-nm,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-nv,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-ny,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-oh,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-ok,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-or,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-pa,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-ri,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-sc,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-sd,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-tn,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-tx,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-ut,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-va,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-vt,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-wa,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-wi,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-wv,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us-wy,LIHEAP-F-USC-8621,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8621,no,inherited from federal
us,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,19 rows in the 2026-09-13 Title 42 ch. 94 scope; subsection bodies opened
us-ak,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-al,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ar,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-az,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ca,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-co,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ct,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-dc,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-de,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-fl,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ga,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-hi,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ia,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-id,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-il,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-in,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ks,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ky,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-la,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ma,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-md,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-me,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-mi,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-mn,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-mo,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ms,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-mt,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-nc,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-nd,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ne,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-nh,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-nj,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-nm,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-nv,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ny,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-oh,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ok,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-or,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-pa,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ri,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-sc,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-sd,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-tn,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-tx,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-ut,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-va,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-vt,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-wa,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-wi,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-wv,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us-wy,LIHEAP-F-USC-8622,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8622,no,inherited from federal
us,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,33 rows in the 2026-09-13 Title 42 ch. 94 scope; subsection bodies opened
us-ak,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-al,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ar,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-az,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ca,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-co,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ct,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-dc,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-de,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-fl,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ga,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-hi,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ia,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-id,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-il,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-in,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ks,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ky,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-la,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ma,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-md,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-me,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-mi,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-mn,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-mo,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ms,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-mt,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-nc,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-nd,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ne,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-nh,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-nj,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-nm,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-nv,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ny,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-oh,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ok,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-or,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-pa,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ri,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-sc,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-sd,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-tn,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-tx,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-ut,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-va,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-vt,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-wa,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-wi,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-wv,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us-wy,LIHEAP-F-USC-8623,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8623,no,inherited from federal
us,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,88 rows in the 2026-09-13 Title 42 ch. 94 scope; subsection bodies opened
us-ak,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-al,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-ar,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-az,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-ca,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-co,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-ct,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-dc,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-de,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-fl,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-ga,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-hi,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-ia,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-id,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-il,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-in,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-ks,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-ky,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-la,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-ma,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-md,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-me,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-mi,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-mn,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-mo,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-ms,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
us-mt,LIHEAP-F-USC-8624,federal,statute,PRESENT,2026-09-13-liheap-statute-chapter-94-title-42,us/statute/42/8624,partial,inherited from federal
