program,jurisdiction,element,level,family,note
medicaid,us-wy,M-435-132,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-133,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-134,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-135,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-137,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-138,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-172,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-210,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-211,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-225,state,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-234,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-308,state,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-310,state,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-320,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-322,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-324,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-330,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.2-A (groups covered) on medicaid.gov; the CMS SPA index and approval-package s
medicaid,us-wy,M-435-530,federal_with_state_option,state eligibility manual or codified eligibility regulation,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan sections 2.1-2.5 (application, residency, blindness, disability) on medicaid.gov; the CMS S"
medicaid,us-wy,M-435-531,federal_with_state_option,state eligibility manual or codified eligibility regulation,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan sections 2.1-2.5 (application, residency, blindness, disability) on medicaid.gov; the CMS S"
medicaid,us-wy,M-435-540,federal_with_state_option,state eligibility manual or codified eligibility regulation,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan sections 2.1-2.5 (application, residency, blindness, disability) on medicaid.gov; the CMS S"
medicaid,us-wy,M-435-541,federal_with_state_option,state eligibility manual or codified eligibility regulation,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan sections 2.1-2.5 (application, residency, blindness, disability) on medicaid.gov; the CMS S"
medicaid,us-wy,M-435-602,state,state eligibility manual or codified eligibility regulation,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.6-A and supplements (financial eligibility, income and resource standards) on "
medicaid,us-wy,M-435-726,state,state eligibility manual or codified eligibility regulation,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate re"
medicaid,us-wy,M-435-733,federal_with_state_option,state eligibility manual or codified eligibility regulation,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate re"
medicaid,us-wy,M-435-811,state,state eligibility manual appendix / annual income-level table or notice,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.6-A supplement (medically needy income and resource levels) on medicaid.gov; t
medicaid,us-wy,M-435-831,state,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.6-A supplement (medically needy income and resource levels) on medicaid.gov; t
medicaid,us-wy,M-435-832,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.6-A supplement (medically needy income and resource levels) on medicaid.gov; t
medicaid,us-wy,M-435-840,state,state eligibility manual appendix / annual income-level table or notice,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.6-A supplement (medically needy income and resource levels) on medicaid.gov; t
medicaid,us-wy,M-435-845,federal_with_state_option,state eligibility manual or codified eligibility regulation,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes plus 237 CMS SPA/plan rows); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.6-A supplement (medically needy income and resource levels) on medicaid.gov; t
medicaid,us-ak,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 191 provisions in Alaska's program and pointer scopes); publisher index lists untaken families: manual_topic_html (267 of 394 not taken); index http://dpaweb.hss.state.ak.us/manuals/adltc/adltc.htm
medicaid,us-ar,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 561 provisions in Arkansas's program and pointer scopes); publisher index lists untaken families: other_program_manual_pdf (11 of 11 not taken); index https://humanservices.arkansas.gov/divisions-shared-services/county-operations/division-policies/
medicaid,us-az,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 3969 provisions in Arizona's program and pointer scopes); publisher index lists untaken families: toc_repeat_of_listed_topic (1632 of 1632 not taken); index https://epm.azahcccs.gov/EligibilityPolicyManual/index.html
medicaid,us-co,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,"not found in held text (searched 310 provisions in Colorado's program and pointer scopes); publisher index lists untaken families: other_volume_8_rule (20 of 20 not taken); index https://www.sos.state.co.us/CCR/NumericalCCRDocList.do?deptID=7&deptName=2505,1305%20Department%20of%20Health%20Care%20Policy%20and%20Financing&agencyID=69&agencyName=2505%20Medical%20Services%20Board%20(Volume%208;%20Med"
medicaid,us-dc,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 23 provisions in District of Columbia's program and pointer scopes); publisher index lists untaken families: reserved_or_repealed_section (1 of 1 not taken); index https://dcregs.dc.gov/Common/DCMR/ChapterList.aspx?TitleNum=29
medicaid,us-de,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 146 provisions in Delaware's program and pointer scopes); publisher index lists untaken families: other_dssm_medicaid_chapter (6 of 6 not taken); index https://regulations.delaware.gov/AdminCode/title16
medicaid,us-hi,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 786 provisions in Hawaii's program and pointer scopes); publisher index lists untaken families: in_chip_scope (2 of 2 not taken); repealed_chapter (27 of 27 not taken); dead_index_link (2 of 2 not taken); index https://humanservices.hawaii.gov/admin-rules-2/admin-rules-for-programs/
medicaid,us-id,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 357 provisions in Idaho's program and pointer scopes); publisher index lists untaken families: medicaid_eligibility_rule_pdf (2 of 2 not taken); other_title_16_rule_pdf (19 of 19 not taken); index https://adminrules.idaho.gov/current-rules/
medicaid,us-in,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 648 provisions in Indiana's program and pointer scopes); publisher index lists untaken families: combined_manual_pdf (1 of 1 not taken); transmittal_pdf (12 of 12 not taken); index https://www.in.gov/fssa/ompp/forms-documents-and-tools/medicaid-eligibility-policy-manual/
medicaid,us-ky,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 502 provisions in Kentucky's program and pointer scopes); publisher index lists untaken families: other_program_volume_pdf (10 of 10 not taken); index https://www.chfs.ky.gov/agencies/dcbs/dfs/Pages/default.aspx
medicaid,us-ma,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 283 provisions in Massachusetts's program and pointer scopes); publisher index lists untaken families: other_130_cmr_regulation (57 of 57 not taken); index https://www.mass.gov/law-library/130-cmr
medicaid,us-me,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 105 provisions in Maine's program and pointer scopes); publisher index lists untaken families: manual_part_docx (2 of 18 not taken); in_chip_or_ssi_scope (2 of 2 not taken); index https://www.maine.gov/sos/rulemaking/agency-rules/mainecare-eligibility-manual
medicaid,us-mn,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 2416 provisions in Minnesota's program and pointer scopes); publisher index lists untaken families: manual_topic_html (1 of 345 not taken); home_page_bulletin_pdf (3 of 3 not taken); index https://hcopub.dhs.state.mn.us/epm/home.htm
medicaid,us-mo,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 636 provisions in Missouri's program and pointer scopes); publisher index lists untaken families: magi_appendix_spreadsheet (3 of 3 not taken); index https://dssmanuals.mo.gov/family-mo-healthnet-magi/
medicaid,us-mt,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 361 provisions in Montana's program and pointer scopes); publisher index lists untaken families: other_site_pdf (12 of 12 not taken); index https://dphhs.mt.gov/hcsd/Manuals/CMAPolicyManual
medicaid,us-nd,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 324 provisions in North Dakota's program and pointer scopes); publisher index lists untaken families: site_page_html (6 of 6 not taken); index https://www.nd.gov/dhs/policymanuals/51005/Default.htm
medicaid,us-ne,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 919 provisions in Nebraska's program and pointer scopes); publisher index lists untaken families: nac_477_chapter_pdf_already_in_corpus_chip_scope (1 of 1 not taken); index https://dhhs.ne.gov/Pages/Title-477.aspx
medicaid,us-nj,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 908 provisions in New Jersey's program and pointer scopes); publisher index lists untaken families: other_title_10_chapter_pdf (109 of 109 not taken); index https://www.nj.gov/humanservices/notices/rules-and-fees/rules-and-regulations/
medicaid,us-nv,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 468 provisions in Nevada's program and pointer scopes); publisher index lists untaken families: manual_transmittal_letter_pdf (72 of 72 not taken); index https://www.dss.nv.gov/programs/medical/medical-assistance-manual/
medicaid,us-ny,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 971 provisions in New York's program and pointer scopes); publisher index lists untaken families: full_manual_pdf (1 of 1 not taken); update_archive_pdf_or_html (13 of 13 not taken); index https://www.health.ny.gov/health_care/medicaid/reference/mrg/
medicaid,us-ok,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 377 provisions in Oklahoma's program and pointer scopes); publisher index lists untaken families: subchapter_landing_page (17 of 17 not taken); part_landing_page (29 of 29 not taken); index https://oklahoma.gov/ohca/policies-and-rules/xpolicy/medical-assistance-for-adults-and-children-eligibility.html
medicaid,us-or,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 40 provisions in Oregon's program and pointer scopes); publisher index lists untaken families: oar_410_200_rule_html (2 of 43 not taken); index https://secure.sos.state.or.us/oard/displayDivisionRules.action?selectedDivision=1742
medicaid,us-ri,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 715 provisions in Rhode Island's program and pointer scopes); publisher index lists untaken families: repealed_part (1 of 1 not taken); index https://rules.sos.ri.gov/organizations/title/210
medicaid,us-sc,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 50 provisions in South Carolina's program and pointer scopes); publisher index lists untaken families: miap_manual_docx (1 of 1 not taken); staff_training_or_forms_link (9 of 9 not taken); index https://www.scdhhs.gov/providers/manuals/sc-medicaid-policy-and-procedures-manual
medicaid,us-sd,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 46 provisions in South Dakota's program and pointer scopes); publisher index lists untaken families: nonmedicaid_chip_chapter (1 of 1 not taken); index https://sdlegislature.gov/Rules/Administrative/67:46
medicaid,us-tn,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 665 provisions in Tennessee's program and pointer scopes); publisher index lists untaken families: consolidated_manual_pdf (1 of 1 not taken); manual_landing_page (3 of 3 not taken); index https://www.tn.gov/tenncare/policy-guidelines/eligibility-policy.html
medicaid,us-ut,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 1562 provisions in Utah's program and pointer scopes); publisher index lists untaken families: obsolete_policy_topic_html (1807 of 1807 not taken); index https://oepmanuals.dhhs.utah.gov/
medicaid,us-vt,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 232 provisions in Vermont's program and pointer scopes); publisher index lists untaken families: other_hbee_page_pdf (19 of 19 not taken); index https://humanservices.vermont.gov/rules-policies/health-care-rules/health-benefits-eligibility-and-enrollment-rules-hbee
medicaid,us-wa,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 1552 provisions in Washington's program and pointer scopes); publisher index lists untaken families: hub_landing_page_html (4 of 4 not taken); additional_tool_manual_page_html (2 of 2 not taken); additional_tool_other_page_or_form (4 of 4 not taken); index https://www.hca.wa.gov/health-care-services-supports/program-administration/apple-health-eligibility-manual
medicaid,us-wi,M-435-904,federal_with_state_option,state eligibility manual or codified eligibility regulation,not found in held text (searched 831 provisions in Wisconsin's program and pointer scopes); publisher index lists untaken families: meh_prior_release_pdf (24 of 24 not taken); badgercare-plus-handbook_prior_release_pdf (24 of 24 not taken); index https://www.dhs.wisconsin.gov/library/collection/p-10030
