program,jurisdiction,element,family,scope_version,citation_path,note
snap,us-ak,snap_s53,state_statute,,,"searched 576 provisions of 2 SNAP scope(s) ['2026-07-16-ak-snap-manual', '2026-09-13-snap-et-state-plan'] for regex '(state|district|locally)[- ]funded[^.]{0,120}(minimum (benefit|allotment)|minimum brings|SNAP supplement|supplemental (SNAP|food)|Any size \\$)|minimum state supplement|\\bMSS\\b bene"
snap,us-co,snap_s02,state_manual_or_regulation,,,"searched 888 provisions of 2 SNAP scope(s) ['2026-07-21-co-snap-policy', '2026-07-16-10-ccr-2506-1'] for regex '(categorical(ly)?|BBCE|expanded)[^.]{0,300}\\b(200|185|165|160|150)\\s?(%|percent)|\\b(200|185|165|160|150)\\s?(%|percent)[^.]{0,200}(categorical|BBCE)': no match; rulebook recorded publis"
snap,us-co,snap_s03,state_manual_or_regulation,,,"searched 888 provisions of 2 SNAP scope(s) ['2026-07-21-co-snap-policy', '2026-07-16-10-ccr-2506-1'] for regex '(categorical(ly)?|BBCE|expanded|\\bECE\\b)[^.]{0,300}(resource|asset)s? (test|limit)s?[^.]{0,120}(not apply|waive|no |exempt|does not|not subject)|(no|without an?|not subject to|exempt fro"
snap,us-co,snap_s04,state_manual_or_regulation,,,"searched 888 provisions of 2 SNAP scope(s) ['2026-07-21-co-snap-policy', '2026-07-16-10-ccr-2506-1'] for regex '(heating|cooling|standard) utility (allowance|standard)[^.]{0,200}\\$\\s?\\d{2,4}|\\bHCSUA\\b[^.]{0,200}\\$\\s?\\d{2,4}|\\bSUA\\b[^.]{0,200}\\$\\s?\\d{2,4}|\\$\\s?\\d{2,4}[^.]{0,120}(heati"
snap,us-co,snap_s32,state_plan,,,publisher index not inventoried family-by-family (state not in the #680 completion queue; original 2026-05/07 discovery recorded the manual only); 272.2 plans are not routinely published and FNS does not post them
snap,us-co,snap_s37,state_statute,,,"searched 888 provisions of 2 SNAP scope(s) ['2026-07-21-co-snap-policy', '2026-07-16-10-ccr-2506-1'] for regex 'state.funded[^.]{0,200}(non.?citizen|immigrant|alien|legal permanent|CFAP|\\bFAP\\b)|(non.?citizen|immigrant|alien)s?[^.]{0,200}state.funded (food|nutrition|snap|benefit|supplemental)|Cali"
snap,us-co,snap_s39,state_manual_or_regulation,,,"searched 888 provisions of 2 SNAP scope(s) ['2026-07-21-co-snap-policy', '2026-07-16-10-ccr-2506-1'] for regex 'combined application project|\\bCAP\\b[^.]{0,80}\\bSSI\\b|elderly simplified application|\\bESAP\\b|\\bSCAP\\b|\\bNYSCAP\\b|\\bMSCAP\\b|\\bSSI CAP\\b': no match; rulebook recorded publishe"
snap,us-co,snap_s40,state_manual_or_regulation,,,"searched 888 provisions of 2 SNAP scope(s) ['2026-07-21-co-snap-policy', '2026-07-16-10-ccr-2506-1'] for regex 'restaurant meals? program|\\bRMP\\b|restaurant meals?[^.]{0,120}(elderly|disabled|homeless)': no match; rulebook recorded published_current in the 2026-05/07 discovery but the publisher in"
snap,us-co,snap_s53,state_statute,,,"searched 888 provisions of 2 SNAP scope(s) ['2026-07-21-co-snap-policy', '2026-07-16-10-ccr-2506-1'] for regex '(state|district|locally)[- ]funded[^.]{0,120}(minimum (benefit|allotment)|minimum brings|SNAP supplement|supplemental (SNAP|food)|Any size \\$)|minimum state supplement|\\bMSS\\b benefits|"
snap,us-co,snap_s59,state_manual_or_regulation,,,"searched 888 provisions of 2 SNAP scope(s) ['2026-07-21-co-snap-policy', '2026-07-16-10-ccr-2506-1'] for regex 'cash.out (state|project|program|payments)|SSI recipients? (in|from) (a )?[^.]{0,20}cash.out|SSI/SSP recipients?[^.]{0,80}(eligible|ineligible)|SSI recipients? (are|is|shall be) (eligible|i"
snap,us-ct,snap_s03,state_manual_or_regulation,,,"searched 1372 provisions of 2 SNAP scope(s) ['2026-07-17-ct-snap-manual', '2026-09-13-snap-et-state-plan'] for regex '(categorical(ly)?|BBCE|expanded|\\bECE\\b)[^.]{0,300}(resource|asset)s? (test|limit)s?[^.]{0,120}(not apply|waive|no |exempt|does not|not subject)|(no|without an?|not subject to|exem"
snap,us-ct,snap_s07,state_manual_or_regulation,,,"searched 1372 provisions of 2 SNAP scope(s) ['2026-07-17-ct-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'mandatory (standard )?utility|(SUA|HCSUA|standard utility allowance|utility (allowance|standard))s? (is|are) mandatory|must use the (standard utility|SUA|HCSUA|utility (standard|allo"
snap,us-ct,snap_s10,state_manual_or_regulation,,,"searched 1372 provisions of 2 SNAP scope(s) ['2026-07-17-ct-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'standard medical (deduction|expense deduction|expense \\(SME\\)|expense standard|allowance)|\\bSMD\\b|\\bSMED\\b': no match; rulebook recorded published_current in the 2026-05/07 dis"
snap,us-ct,snap_s15,state_table_or_transmittal,,,"searched 1372 provisions of 2 SNAP scope(s) ['2026-07-17-ct-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; publisher index not inventoried family-by-family (state not in the #680 completion queue). The FY 2026 federal value is PRES"
snap,us-ct,snap_s16,state_table_or_transmittal,,,"searched 1372 provisions of 2 SNAP scope(s) ['2026-07-17-ct-snap-manual', '2026-09-13-snap-et-state-plan'] for regex '(maximum|cap(ped)?|limit(ed)?)[^.]{0,60}(excess )?shelter (deduction|expense|cost)s?[^.]{0,120}\\$\\s?\\d{3}|(excess )?shelter (deduction|expense|cost)s?[^.]{0,80}(cap|maximum|limit)"
snap,us-ct,snap_s18,state_table_or_transmittal,,,"searched 1372 provisions of 2 SNAP scope(s) ['2026-07-17-ct-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'maximum (monthly )?(allotment|benefit)s?[^.]{0,200}\\$\\s?\\d{3}|thrifty food plan[^.]{0,120}\\$\\s?\\d{3}|(allotment|basis of issuance|benefit issuance) (table|chart|schedule)s?|bas"
snap,us-ct,snap_s32,state_plan,,,publisher index not inventoried family-by-family (state not in the #680 completion queue; original 2026-05/07 discovery recorded the manual only); 272.2 plans are not routinely published and FNS does not post them
snap,us-ct,snap_s38,state_manual_or_regulation,,,"searched 1372 provisions of 2 SNAP scope(s) ['2026-07-17-ct-snap-manual', '2026-09-13-snap-et-state-plan'] for regex '(drug|controlled substance)[^.]{0,100}(felony|conviction|felon)[^.]{0,250}(disqualif|eligib|ineligib)': no match; rulebook recorded published_current in the 2026-05/07 discovery but "
snap,us-ct,snap_s40,state_manual_or_regulation,,,"searched 1372 provisions of 2 SNAP scope(s) ['2026-07-17-ct-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'restaurant meals? program|\\bRMP\\b|restaurant meals?[^.]{0,120}(elderly|disabled|homeless)': no match; rulebook recorded published_current in the 2026-05/07 discovery but the publis"
snap,us-ct,snap_s53,state_statute,,,"searched 1372 provisions of 2 SNAP scope(s) ['2026-07-17-ct-snap-manual', '2026-09-13-snap-et-state-plan'] for regex '(state|district|locally)[- ]funded[^.]{0,120}(minimum (benefit|allotment)|minimum brings|SNAP supplement|supplemental (SNAP|food)|Any size \\$)|minimum state supplement|\\bMSS\\b ben"
snap,us-ct,snap_s59,state_manual_or_regulation,,,"searched 1372 provisions of 2 SNAP scope(s) ['2026-07-17-ct-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'cash.out (state|project|program|payments)|SSI recipients? (in|from) (a )?[^.]{0,20}cash.out|SSI/SSP recipients?[^.]{0,80}(eligible|ineligible)|SSI recipients? (are|is|shall be) (elig"
snap,us-de,snap_s04,state_manual_or_regulation,,,"searched 370 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-17-de-snap-rules'] for regex '(heating|cooling|standard) utility (allowance|standard)[^.]{0,200}\\$\\s?\\d{2,4}|\\bHCSUA\\b[^.]{0,200}\\$\\s?\\d{2,4}|\\bSUA\\b[^.]{0,200}"
snap,us-de,snap_s15,state_table_or_transmittal,,,"searched 370 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-17-de-snap-rules'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; manual index recorded complete family-by-family, no untaken policy family listed; "
snap,us-dc,snap_s06,state_manual_or_regulation,,,"searched 547 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-07-17-dc-snap-manual', '2026-09-13-snap-et-state-plan'] for regex 'telephone (standard|allowance|utility)|phone (standard|allowance)|single utility (allowance|standard)|\\bTUA\\b|one.utility standard': no m"
snap,us-hi,snap_s04,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex '(heating|cooling|standard) utility (allowance|standard)[^.]{0,200}\\$\\s?\\d{2,4}|\\bHCSUA\\b[^.]{0,200}\\$\\s?\\d{2,4}|\\bSUA\\b[^.]{0,200}\\$\\s"
snap,us-hi,snap_s05,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex '(limited|basic|non.heating|nonheating) utility (allowance|standard)|\\bLUA\\b|\\bBUA\\b|\\bNHSUA\\b|non.heating standard': no match; manual index "
snap,us-hi,snap_s06,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'telephone (standard|allowance|utility)|phone (standard|allowance)|single utility (allowance|standard)|\\bTUA\\b|one.utility standard': no match; m"
snap,us-hi,snap_s11,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'medical (expense|deduction|cost)s?[^.]{0,120}(\\$\\s?35|excess|exceed|over \\$)': no match; manual index recorded complete family-by-family, no un"
snap,us-hi,snap_s12,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'child support[^.]{0,120}(deduction|exclu|disregard)': no match; manual index recorded complete family-by-family, no untaken policy family listed; "
snap,us-hi,snap_s13,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'dependent care (deduction|expense|cost)|child care (deduction|expense)s?[^.]{0,80}(deduct|allow)': no match; manual index recorded complete family"
snap,us-hi,snap_s14,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'earned income (deduction|disregard)[^.]{0,80}(20|twenty)\\s?(%|percent)|(20|twenty)\\s?(%|percent)[^.]{0,60}earned income': no match; manual index"
snap,us-hi,snap_s15,state_table_or_transmittal,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; manual index recorded complete family-by-family, no untaken policy family listed; the re"
snap,us-hi,snap_s16,state_table_or_transmittal,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex '(maximum|cap(ped)?|limit(ed)?)[^.]{0,60}(excess )?shelter (deduction|expense|cost)s?[^.]{0,120}\\$\\s?\\d{3}|(excess )?shelter (deduction|expense|"
snap,us-hi,snap_s18,state_table_or_transmittal,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'maximum (monthly )?(allotment|benefit)s?[^.]{0,200}\\$\\s?\\d{3}|thrifty food plan[^.]{0,120}\\$\\s?\\d{3}|(allotment|basis of issuance|benefit is"
snap,us-hi,snap_s19,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'prorat[^.]{0,120}(initial|first) month|initial month[^.]{0,120}prorat|minimum (benefit|allotment)[^.]{0,120}\\$\\s?\\d': no match; manual index re"
snap,us-hi,snap_s20,state_table_or_transmittal,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex '(October 1, 2025|FY ?2026|fiscal year 2026|FFY ?2026|10/1/(20)?25|10/01/(20)?25|effective (October|Oct\\.?) (1, )?2025)[^.]{0,300}(allotment|incom"
snap,us-hi,snap_s21,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'resource (limit|standard|maximum)s?[^.]{0,120}\\$\\s?\\d|asset limit[^.]{0,120}\\$\\s?\\d|countable resources?[^.]{0,80}\\$\\s?\\d|\\$\\s?[34],[05"
snap,us-hi,snap_s22,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'vehicle[^.]{0,150}(exclu|fair market|equity|countable|resource)|(licensed|motor) vehicle': no match; manual index recorded complete family-by-fami"
snap,us-hi,snap_s23,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'simplified report|semi.annual report|periodic report|six.month report|interim report|\\bSR\\b household': no match; manual index recorded complete"
snap,us-hi,snap_s24,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'certification period[^.]{0,200}\\b(6|12|24|36|six|twelve|twenty.four)\\b[^.]{0,20}months?|\\b(6|12|24|36|six|twelve|twenty.four)\\b.month certific"
snap,us-hi,snap_s25,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'report[^.]{0,120}change[^.]{0,200}(10 days|ten days|130 percent|130%|gross (monthly )?income)|change[^.]{0,80}within (10|ten) (calendar )?days': n"
snap,us-hi,snap_s35,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex '(alien|non.?citizen|immigrant|immigration status|qualified alien|lawful permanent resident|LPR)s?[^.]{0,200}eligib|sponsor[^.]{0,80}deem': no matc"
snap,us-hi,snap_s36,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex '(ineligible|disqualified|excluded) (alien|non.?citizen|immigrant|household member|member|individual)s?[^.]{0,300}(income|resource)s?[^.]{0,200}(pr"
snap,us-hi,snap_s41,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex '(telephone|phone|video) interview|waive[^.]{0,40}interview|on.demand interview|interview[^.]{0,80}(waived|by telephone)': no match; manual index r"
snap,us-hi,snap_s42,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'expedited (service|benefit|processing|issuance|snap|calfresh|foodshare)|\\$150[^.]{0,120}(gross|liquid)': no match; manual index recorded complete"
snap,us-hi,snap_s43,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'verif(y|ication)[^.]{0,150}(identity|residency|income|questionable|mandatory|required)': no match; manual index recorded complete family-by-family"
snap,us-hi,snap_s44,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'fair hearing|administrative hearing|state hearing|hearing request': no match; manual index recorded complete family-by-family, no untaken policy f"
snap,us-hi,snap_s45,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'intentional program violation|\\bIPV\\b|administrative disqualification hearing|\\bADH\\b': no match; manual index recorded complete family-by-fam"
snap,us-hi,snap_s46,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'overpayment|claim[^.]{0,60}(establish|collect|recover|recoup)|inadvertent household error|agency error claim': no match; manual index recorded com"
snap,us-hi,snap_s48,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'residen(cy|t)[^.]{0,80}(requirement|of the state|in the state|in the county|in the project area)|reside in the state': no match; manual index reco"
snap,us-hi,snap_s50,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'self.employ(ment|ed)[^.]{0,250}(expense|deduction|percent|%|cost of (doing|producing))': no match; manual index recorded complete family-by-family"
snap,us-hi,snap_s54,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex '(excluded|exempt) income|income exclusions?|not counted as income|disregarded income': no match; manual index recorded complete family-by-family, "
snap,us-hi,snap_s55,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex '4\\.3\\b|4\\.33\\b|2\\.15\\b|prospective(ly)? budget|anticipat(ed|ing) income': no match; manual index recorded complete family-by-family, no unta"
snap,us-hi,snap_s58,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex '(drug|alcohol)[^.]{0,60}treatment (center|facilit)|group living arrangement|shelter for battered': no match; manual index recorded complete family"
snap,us-hi,snap_s60,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'fleeing felon|probation or parole|parole violat': no match; manual index recorded complete family-by-family, no untaken policy family listed; the "
snap,us-hi,snap_s61,state_manual_or_regulation,,,"searched 96 provisions of 3 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-07-13-recovery'] for regex 'lottery|gambling': no match; manual index recorded complete family-by-family, no untaken policy family listed; the regex may miss the state's word"
snap,us-id,snap_s04,state_manual_or_regulation,,,"searched 252 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-id-food-stamp-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex '(heating|cooling|standard) utility (allowance|standard)[^.]{0,200}\\$\\s?\\d{2,4}|\\"
snap,us-id,snap_s15,state_table_or_transmittal,,,"searched 252 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-id-food-stamp-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; manual index recorded comp"
snap,us-id,snap_s16,state_table_or_transmittal,,,"searched 252 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-id-food-stamp-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex '(maximum|cap(ped)?|limit(ed)?)[^.]{0,60}(excess )?shelter (deduction|expense|cost)s?"
snap,us-id,snap_s17,state_table_or_transmittal,,,"searched 252 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-id-food-stamp-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex '(gross|net) (monthly )?income (limit|standard|test|eligibility)s?[^.]{0,300}\\$\\s?\"
snap,us-id,snap_s18,state_table_or_transmittal,,,"searched 252 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-id-food-stamp-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex 'maximum (monthly )?(allotment|benefit)s?[^.]{0,200}\\$\\s?\\d{3}|thrifty food plan[^"
snap,us-id,snap_s20,state_table_or_transmittal,,,"searched 252 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-id-food-stamp-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex '(October 1, 2025|FY ?2026|fiscal year 2026|FFY ?2026|10/1/(20)?25|10/01/(20)?25|effe"
snap,us-id,snap_s23,state_manual_or_regulation,,,"searched 252 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-id-food-stamp-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex 'simplified report|semi.annual report|periodic report|six.month report|interim report"
snap,us-id,snap_s25,state_manual_or_regulation,,,"searched 252 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-id-food-stamp-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex 'report[^.]{0,120}change[^.]{0,200}(10 days|ten days|130 percent|130%|gross (monthly "
snap,us-id,snap_s51,state_manual_or_regulation,,,"searched 252 provisions of 4 SNAP scope(s) ['2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-id-food-stamp-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex '(elderly|disabled)[^.]{0,150}\\b(60|sixty)\\b[^.]{0,40}(age|older|years)|age 60 or o"
