program,jurisdiction,element,level,family,note
liheap,us-ar,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://liheapch.acf.gov/sites/default/files/webfiles/docs/2026/manuals/AR_Manual_2026.pdf; not taken (run note: manuals are a separate family)
liheap,us-az,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://des.az.gov/sites/default/files/dl/CCSD-LIHEAP-Policy.pdf"
liheap,us-az,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://des.az.gov/sites/default/files/dl/CCSD-LIHEAP-Policy.pdf; not taken (run note: manuals are a separate family)
liheap,us-co,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=7308&fileName=9%20CCR%202503-7"
liheap,us-co,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=7308&fileName=9%20CCR%202503-7; not taken (run note: manuals are a separate family)
liheap,us-ct,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://portal.ct.gov/-/media/departments-and-agencies/dss/winter-heating-assistance/as-appoved-ffy-2025-liheap-allocation-plan.pdf"
liheap,us-ct,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://portal.ct.gov/-/media/departments-and-agencies/dss/winter-heating-assistance/as-appoved-ffy-2025-liheap-allocation-plan.pdf; not taken (run note: manuals are a separate family)
liheap,us-de,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://bidcondocs.delaware.gov/HSS/HSS_15027Liheap_MAN.pdf"
liheap,us-de,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://bidcondocs.delaware.gov/HSS/HSS_15027Liheap_MAN.pdf; not taken (run note: manuals are a separate family)
liheap,us-fl,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://liheapch.acf.gov/sites/default/files/webfiles/docs/2023/manuals/FL_PolicyManual_2023.pdf"
liheap,us-fl,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://liheapch.acf.gov/sites/default/files/webfiles/docs/2023/manuals/FL_PolicyManual_2023.pdf; not taken (run note: manuals are a separate family)
liheap,us-ga,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://liheapch.acf.gov/sites/default/files/webfiles/docs/2023/manuals/GA_PolicyManual_2023.pdf"
liheap,us-ga,LIHEAP-ST-18,state,state policy manual,clearinghouse 'State LIHEAP Policy Manuals' link (read 2026-09-11): https://liheapch.acf.gov/sites/default/files/webfiles/docs/2023/manuals/GA_PolicyManual_2023.pdf; not taken (run note: manuals are a separate family)
liheap,us-hi,LIHEAP-ST-09,state,plan attachment / policy manual,"the extracted plan ends at the 'Plan Attachments' list (matrix is an attachment, not in the PDF); clearinghouse lists a state policy manual: https://humanservices.hawaii.gov/wp-content/uploads/2019/07/Policies-and-Procedures-2020.pdf"
