program,jurisdiction,element,family,scope_version,citation_path,note
medicaid,us-in,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-10-chip-state-eligibility-manual,us-in/manual/fssa/chip/ihcppm-chapter-1600/1610.45.10,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'll Dual)? Comments MA L Qualified Medicare Beneficiary, QMB 100% FPL 150% FPL $20 general income disregard, $65 + ½ earned income disregard (example:' (candidate, needs reading)"
medicaid,us-ks,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 632 provisions in Kansas's program and pointer scopes plus 413 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (25 SPA packages, 413 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (abou"
medicaid,us-ky,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-ky/manual/dcbs/medicaid/volume-iva/page-22,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'icare Part B premium only for individuals with income above 100% FPL and below 120% FPL. SSIP Potential SSI Recipient Aged, Blind, or Disabled individ' (candidate, needs reading)"
medicaid,us-la,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 792 provisions in Louisiana's program and pointer scopes plus 519 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (43 SPA packages, 519 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (a"
medicaid,us-ma,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-ma/manual/eohhs/medicaid/130-cmr-505/page-14,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'Ls), whose modified adjusted gross income of the MassHealth Disabled Adult household is at or below 100% of the FPL are eligible for MassHealth Family' (candidate, needs reading)"
medicaid,us-md,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 861 provisions in Maryland's program and pointer scopes plus 695 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (43 SPA packages, 695 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (ab"
medicaid,us-me,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 105 provisions in Maine's program and pointer scopes plus 643 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (46 SPA packages, 643 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (about"
medicaid,us-mi,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 2121 provisions in Michigan's program and pointer scopes plus 980 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (48 SPA packages, 980 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (a"
medicaid,us-mn,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 2416 provisions in Minnesota's program and pointer scopes plus 789 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (46 SPA packages, 789 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages ("
medicaid,us-mo,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-mo/policy/cms/medicaid-state-plan/spa/mo-21-0037/approval-document/page-11,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'ce Care 1902(a)(10)(A)(ii] VII) and 1905(0) lof the SSA 15. Poverty Level Aged or Disabled 1902(a)(10)(A)(ii] X) and 1902(m)(1) of the ISSA 16. Work I' (candidate, needs reading)"
medicaid,us-ms,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-10-chip-state-eligibility-manual,us-ms/manual/dom/chip/epm-chapter-400/400.05.01,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'wing the discontinuation of the optional State Plan covered Poverty Level Aged and Disabled (PLAD) category that had previously covered aged and disab' (candidate, needs reading)"
medicaid,us-mt,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/cma307-1oct012017/page-1,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'two or more people. Countable monthly income cannot exceed 100% of the federal poverty guidelines based on family size. NOTE: Appropriate ABD (Aged,' (candidate, needs reading)"
medicaid,us-nc,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-nc/manual/dhb/medicaid/ma-2311/page-9,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'ocket Threshold Generic Brand Full-Benefit Dual Eligible ≤ 100% FPL $0 $1.60 $4.90 Full-Benefit Dual Eligible > 100% FPL $0 $5.10 $12.65 No Subsidy $' (candidate, needs reading)"
medicaid,us-nd,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 324 provisions in North Dakota's program and pointer scopes plus 633 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (31 SPA packages, 633 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages"
medicaid,us-ne,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-eligibility-manual,us-ne/regulation/title-477/appendix/477-000-009/page-2,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'e of $770 (SSA of $790- $20 general disregard) is less than 100% FPL for two, so Dad is eligible. Because Dad is disabled, we will not use the child’s' (candidate, needs reading)"
medicaid,us-nh,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 737 provisions in New Hampshire's program and pointer scopes plus 850 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (44 SPA packages, 850 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting package"
medicaid,us-nj,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-nj/manual/dhs/medicaid/njac-10-78/page-76,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'hout dependent children whose gross income is not more than 100 percent of the Federal poverty level will be enrolled in a managed care service admini' (candidate, needs reading)"
medicaid,us-nm,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 164 provisions in New Mexico's program and pointer scopes plus 425 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (26 SPA packages, 425 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages ("
medicaid,us-nv,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-10-chip-state-eligibility-manual,us-nv/manual/dwss/chip/mam-appendix-a/page-2,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'ective 4/1/2025 Household Size AM limit AM Limit w/Medicare 100% FPL 122% FPL 138% FPL 165% 190% 205% 1 $319 $385 $1,305 $1,592 $1,800 $2,152 $2,478 $' (candidate, needs reading)"
medicaid,us-ny,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 971 provisions in New York's program and pointer scopes plus 572 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (46 SPA packages, 572 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (ab"
medicaid,us-oh,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-oh/policy/cms/medicaid-state-plan/spa/oh-18-010/approval-document/page-9,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'ce Care 1902(a)(10)(A)(ii) (VII) and 1905(o) of the SSA 15. Poverty Level Aged or Disabled 1902(a)(10)(A)(ii) (X) and 1902(m)(1) of the SSA X Statewid' (candidate, needs reading)"
medicaid,us-ok,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 377 provisions in Oklahoma's program and pointer scopes plus 433 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (35 SPA packages, 433 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (ab"
medicaid,us-or,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 40 provisions in Oregon's program and pointer scopes plus 245 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (20 SPA packages, 245 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (about"
medicaid,us-pa,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-pa/manual/dhs/medicaid/305-category/305-appendix-b/block-1,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'neficiaries - Medicare Part B Only Identifies: Elderly and disabled individuals with income more than 100% of the Federal Poverty Income Guidelines (' (candidate, needs reading)"
medicaid,us-ri,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 715 provisions in Rhode Island's program and pointer scopes plus 550 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (33 SPA packages, 550 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages"
medicaid,us-sc,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-sc/manual/scdhhs/medicaid/section-300/block-7,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'Tom’s countable unearned income of $1,000 is less than the 100% FPL for one, so Tom is eligible for the Working Disabled program. Tom’s Unearned Inco' (candidate, needs reading)"
medicaid,us-sd,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 46 provisions in South Dakota's program and pointer scopes plus 389 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (25 SPA packages, 389 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages "
medicaid,us-tn,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 665 provisions in Tennessee's program and pointer scopes plus 444 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (20 SPA packages, 444 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (a"
medicaid,us-tx,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 4911 provisions in Texas's program and pointer scopes plus 316 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (26 SPA packages, 316 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (abou"
medicaid,us-ut,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-ut/manual/dhhs/medicaid/300-medicaid-programs-314-medicaid-work-incentive-program-mwi/block-2,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'set test, do not qualify for the MWI program. 3. A working disabled individual who meets the income and asset criteria for the 100% FPL program does' (candidate, needs reading)"
medicaid,us-va,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-va/manual/dmas/medicaid/m00-appendix-income-charts/page-21,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: '$1,064 2 $16,920 $1,410 $17,312 $1,443 Income Chart Name: Aged, Blind, Disabled (ABD) Categorically Needy for QMB 100% FPL Effective Date: January 1' (candidate, needs reading)"
medicaid,us-vt,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 232 provisions in Vermont's program and pointer scopes plus 716 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (37 SPA packages, 716 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (abo"
medicaid,us-wa,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 1552 provisions in Washington's program and pointer scopes plus 632 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (43 SPA packages, 632 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages "
medicaid,us-wi,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,2026-09-13-medicaid-state-plan,us-wi/policy/cms/medicaid-state-plan/spa/wi-19-0011/approval-document/page-7,"weak (candidate) pattern matched; /poverty.level (aged|disabled|elderly)|100 ?(%|perc/: 'ctive Medically Needy income limits for the Aged, Blind and Disabled. This SPA is intended to raise the Medically Needy income limits to 100% of the f' (candidate, needs reading)"
medicaid,us-wv,M-ST-1396a-m,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 2275 provisions in West Virginia's program and pointer scopes plus 882 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (19 SPA packages, 882 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packag"
medicaid,us-or,M-ST-1396p-c,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 40 provisions in Oregon's program and pointer scopes plus 245 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (20 SPA packages, 245 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (about"
medicaid,us-dc,M-ST-1396p-b,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 23 provisions in District of Columbia's program and pointer scopes plus 598 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (24 SPA packages, 598 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting p"
medicaid,us-or,M-ST-1396p-d,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 40 provisions in Oregon's program and pointer scopes plus 245 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (20 SPA packages, 245 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (about"
medicaid,us-sd,M-ST-1396p-d,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 46 provisions in South Dakota's program and pointer scopes plus 389 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (25 SPA packages, 389 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages "
medicaid,us-me,M-ST-1396p-f,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-me/regulation/dhhs/ofi/chapter-332/part-16/section-4,"weak (candidate) pattern matched; /home equity/: 'or other loan that is secured by the home. (Not including a home equity line of credit that has not been utilized.) (c) A reverse mortgage or a home' (candidate, needs reading)"
medicaid,us-mo,M-ST-1396p-f,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/mhabd/appendix-j/page-3,"weak (candidate) pattern matched; /home equity/: 'ndard 509 10-01-25 • Telephone standard 81 10-01-25 Maximum home equity – For Vendor, HCB, or PACE Asset Maximum Effective Date $ 752,000 01-01-26 Tra' (candidate, needs reading)"
medicaid,us-mt,M-ST-1396p-f,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/cma402-1/page-7,"weak (candidate) pattern matched; /home equity/: 'er benefits cannot be covered/paid for an applicant who has home equity greater than $752,000(effective 01/01/2026), regardless of whether or not they' (candidate, needs reading)"
medicaid,us-or,M-ST-1396p-f,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 40 provisions in Oregon's program and pointer scopes plus 245 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (20 SPA packages, 245 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (about"
medicaid,us-pa,M-ST-1396p-f,state eligibility manual or codified eligibility regulation,2026-09-10-medicaid-state-eligibility-manual,us-pa/manual/dhs/medicaid/340-resources/340-6-real-property/block-1,"weak (candidate) pattern matched; /home equity/: 'ances of mortgages, including primary, second, third, etc. Home equity and other home improvement loans. Tax liens for unpaid taxes. Mechanics’ lie' (candidate, needs reading)"
medicaid,us-ok,M-ST-1396a-a10Aii-buyin,state eligibility manual or codified eligibility regulation,,,"not found in held text (searched 377 provisions in Oklahoma's program and pointer scopes plus 433 CMS SPA/plan rows); the CMS SPA index and approval-package scope is held (35 SPA packages, 433 body rows) but no pattern hit in it; the pages a state has not amended since CMS began posting packages (ab"
medicaid,us-ar,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-medicaid-state-eligibility-manual,us-ar/manual/dco/medicaid/policy-manual/page-51,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: '997 (the ARKids First Program Act) and was implemented as a Section 1115 Health Care expansionprogram effective September 1, 1997. The program is curr' (candidate, needs reading)"
medicaid,us-az,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-medicaid-state-eligibility-manual,us-az/manual/ahcccs/medicaid/policy-chapter-100-ahcccs-medical-assistance-105-what-laws-apply-to-ahcccs-medical-assistance/block-5,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'm specific provisions of the SSA under an 1115 Research and Demonstration Waiver. The number 1115 refers to section 1115 of the Act. The AHCCCS 1115' (candidate, needs reading)"
medicaid,us-co,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-medicaid-state-eligibility-manual,us-co/manual/hcpf/medicaid/10-ccr-2505-10-8-100/page-28,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'Reentry Demonstration Initiative Services authorized by the 1115 Demonstration Waiver titled' (candidate, needs reading)"
medicaid,us-ct,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-medicaid-state-eligibility-manual,us-ct/manual/dss/medicaid/1521-07/block-1,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'Centers, or Public Health Service primary care research and demonstration projects (see §329, 330 and 340 of the Public Health Service Act); or the Ma' (candidate, needs reading)"
medicaid,us-dc,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-medicaid-state-eligibility-manual,us-dc/manual/dhcf/medicaid/29-9501/block-1,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'uals without dependent children eligible for Medicaid under Section 1115 of the Social Security Act on or before December 31, 2014; Individuals deter' (candidate, needs reading)"
medicaid,us-de,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-medicaid-state-eligibility-manual,us-de/manual/dss/medicaid/dssm-14000/page-28,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'med Centers for Medicare and Medicaid Services [CMS]) for a Section 1115 Demonstration Waiver that is known as the Diamond State Health Plan. The basi' (candidate, needs reading)"
medicaid,us-fl,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-05-27-fl-ess-manual-r2026-07-15-self-contained,us-fl/manual/dcf/ess-program-policy-manual/1600-assets-fs-tca/page-15,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'be exchanged for food at farmers' markets, as part of a WIC demonstration project, which are received as a result of the Child Nutrition Act of 1966 (' (candidate, needs reading)"
medicaid,us-ga,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-medicaid-state-eligibility-manual,us-ga/manual/dfcs/medicaid/2186/block-2,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'n in August 2019 to the Planning for Healthy Babies® (P4HB) 1115 Demonstration Wavier. This wavier expands the provision of family planning services t' (candidate, needs reading)"
medicaid,us-hi,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-medicaid-state-eligibility-manual,us-hi/regulation/har/17/1700-1/page-40,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'IP) under Title XXI of the Social Security Act; and (3) The section 1115 demonstration project under Title XI of the Social Security Act (42 U.S.C. su' (candidate, needs reading)"
medicaid,us-ia,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-medicaid-state-eligibility-manual,us-ia/manual/hhs/medicaid/employees-manual-8-d/page-112,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'on 415, P. L. 106-554 Contributions that are deposited in a Demonstration Project IDA are excluded from resources. Any matching funds that are deposit' (candidate, needs reading)"
medicaid,us-il,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained,us-il/manual/dhs/csmm/126834/block-1,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'S) authorized DHS to operate the Standard Medical Deduction Demonstration Project. The demonstration project establishes two Standard Medical Deductio' (candidate, needs reading)"
medicaid,us-in,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-chip-state-eligibility-manual,us-in/manual/fssa/chip/ihcppm-chapter-1600/1620.00.00,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'the Hoosier Care Connect program). HIP is funded through a Section 1115 demonstration waiver with the CMS, Indiana’s existing cigarette tax revenues,' (candidate, needs reading)"
medicaid,us-ks,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-medicaid-state-eligibility-manual,us-ks/manual/kdhe/medicaid/kfmam-05000/block-1,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'an individual participating in the Assets for Independence Demonstration Program (AFIA) and is used for a qualified purpose. 5437.02 - A qualified p' (candidate, needs reading)"
medicaid,us-la,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),,,"no keyword hit (searched 792 provisions in Louisiana's program and pointer scopes); every inventoried family on https://ldh.la.gov/page/medicaid-eligibility-manual was taken, so the state either does not elect this element or its text uses other terms"
medicaid,us-ma,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-medicaid-state-eligibility-manual,us-ma/manual/eohhs/medicaid/130-cmr-501/page-6,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'tration Dual Eligible Individual. For purposes of the Duals Demonstration Program, a MassHealth member must meet all of the following criteria: (1) be' (candidate, needs reading)"
medicaid,us-md,M-ST-1315,CMS-approved 1115 demonstration special terms and conditions (medicaid.gov),2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-1600/page-63,"weak (candidate) pattern matched; /1115 (demonstration|waiver)|section 1115|demonstra/: 'sponsored by ACTION, such as but not limited to: (a) (PLS) Demonstration Project Program for Local Services; (b) VISTA (Volunteers in Service to Amer' (candidate, needs reading)"
