program,jurisdiction,element,level,family,note
tax,us,F144,federal,IRS forms and instructions,"product(s) ['f1040sc', 'i1040sc'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)"
tax,us,F146,federal,IRS forms and instructions,"product(s) ['f1040se', 'i1040se'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)"
tax,us,F151,federal,IRS forms and instructions,"product(s) ['f2441', 'i2441'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)"
tax,us,F152,federal,IRS forms and instructions,"product(s) ['f8863', 'i8863'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)"
tax,us,F153,federal,IRS forms and instructions,"product(s) ['f6251', 'i6251'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)"
tax,us,F154,federal,IRS forms and instructions,"product(s) ['f8959', 'f8960', 'i8959', 'i8960'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)"
tax,us,F155,federal,IRS forms and instructions,"product(s) ['f8995', 'i8995'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)"
tax,us,F156,federal,IRS forms and instructions,product(s) ['f8880'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)
tax,us,F157,federal,IRS forms and instructions,product(s) ['f1040es'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)
tax,us,F158,federal,IRS forms and instructions,product(s) ['fw4'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)
tax,us,F160,federal,IRS forms and instructions,product(s) ['p501'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)
tax,us,F161,federal,IRS forms and instructions,product(s) ['p596'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)
tax,us,F162,federal,IRS forms and instructions,product(s) ['p970'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)
tax,us,F163,federal,IRS forms and instructions,product(s) ['f1040sr'] not in the selected us/form scope; irs.gov/forms-instructions and /forms-pubs list the product (queue row us index_document_count 35; 19 taken)
tax,us-al,S02,state conformity,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-al-title-40; income-tax chapter rows: 356); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-al,S12,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-al-title-40; income-tax chapter rows: 356); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-al,S15,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-al-title-40; income-tax chapter rows: 356); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-al,S35,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-al-title-40; income-tax chapter rows: 356); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S02,state conformity,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S03,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S04,state conformity,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S05,state conformity,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S07,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S08,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S09,state conformity,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S10,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S11,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S12,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S13,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S14,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S15,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S16,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S17,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S18,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S23,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S24,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S25,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S27,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S30,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S31,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-east-us-ar-act-2; income-tax chapter rows: 4); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ar,S32,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-16-pit-east-us-ar-act-2); form body ('AR1000F and AR1000NR Instructions, Arkansas Individual Incom', 149592 chars): 'undable. NOTE: If your net tax is $1,000 or more, and you failed to make a declaration of Estimated Tax (Form AR1000ES, Voucher 1), or pay withholding equal to ninety (90%) of you"
tax,us-ar,S33,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-16-pit-east-us-ar-act-2); form body ('AR1000F and AR1000NR Instructions, Arkansas Individual Incom', 149592 chars): '58. Military servicemembers who are Arkansas residents are subject to the same income tax filing requirements as other Arkansas residents, even if they are serving in another stat"
tax,us-ar,S34,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-16-pit-east-us-ar-act-2); form body ('AR1000F and AR1000NR Instructions, Arkansas Individual Incom', 149592 chars): 'e your return, but does not extend the amount of time to pay. Any tax due must be paid by April 15, 2026 to avoid failure to pay penalty and interest. Payments made on extension s"
tax,us-ar,R01,state,state regulation,no selected regulation scope for this state is a revenue-department income tax regulation (the selected regulation scopes are benefit-program rules); the administrative code chapter is posted by the state's code publisher
tax,us-az,S12,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-az-title-43; income-tax chapter rows: 265); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-az,S16,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-az-title-43; income-tax chapter rows: 265); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-az,S18,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-az-title-43; income-tax chapter rows: 265); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-az,S21,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-az-title-43; income-tax chapter rows: 265); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-az,S22,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-az-title-43; income-tax chapter rows: 265); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-az,S25,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-az-title-43; income-tax chapter rows: 265); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-az,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: Arizona Form 140ES 2026 Individual Estimated Incom); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://apps.azsos.gov/public_services/Title_15/15-02.pdf
tax,us-az,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: Arizona Form 140ES 2026 Individual Estimated Incom); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://apps.azsos.gov/public_services/Title_15/15-02.pdf
tax,us-az,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 2); publisher forms index https://apps.azsos.gov/public_services/Title_15/15-02.pdf
tax,us-az,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://apps.azsos.gov/public_services/Title_15/15-02.pdf
tax,us-az,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://apps.azsos.gov/public_services/Title_15/15-02.pdf
tax,us-ca,S13,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-25-ca-wic-calworks-us-ca-sections-wic-11450-wic-11450.12-wic-11451.5-wic-11452-wic-11452.018, 2026-06-27-ca-ssi-ssp-wic-12200-us-ca-sections-wic-12200, 2026-07-28-ca-cdss-calfresh-bbce-authority-us-ca-sections-wic-18901.3-wic-18901.5, 2026-09-14-income-tax-chapter-us-ca-sections-4e26e6efabc3f0c7; income-tax chapte"
tax,us-ca,S14,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-25-ca-wic-calworks-us-ca-sections-wic-11450-wic-11450.12-wic-11451.5-wic-11452-wic-11452.018, 2026-06-27-ca-ssi-ssp-wic-12200-us-ca-sections-wic-12200, 2026-07-28-ca-cdss-calfresh-bbce-authority-us-ca-sections-wic-18901.3-wic-18901.5, 2026-09-14-income-tax-chapter-us-ca-sections-4e26e6efabc3f0c7; income-tax chapte"
tax,us-ca,S23,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-25-ca-wic-calworks-us-ca-sections-wic-11450-wic-11450.12-wic-11451.5-wic-11452-wic-11452.018, 2026-06-27-ca-ssi-ssp-wic-12200-us-ca-sections-wic-12200, 2026-07-28-ca-cdss-calfresh-bbce-authority-us-ca-sections-wic-18901.3-wic-18901.5, 2026-09-14-income-tax-chapter-us-ca-sections-4e26e6efabc3f0c7; income-tax chapte"
tax,us-ca,S26,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-25-ca-wic-calworks-us-ca-sections-wic-11450-wic-11450.12-wic-11451.5-wic-11452-wic-11452.018, 2026-06-27-ca-ssi-ssp-wic-12200-us-ca-sections-wic-12200, 2026-07-28-ca-cdss-calfresh-bbce-authority-us-ca-sections-wic-18901.3-wic-18901.5, 2026-09-14-income-tax-chapter-us-ca-sections-4e26e6efabc3f0c7; income-tax chapte"
tax,us-ca,S31,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-25-ca-wic-calworks-us-ca-sections-wic-11450-wic-11450.12-wic-11451.5-wic-11452-wic-11452.018, 2026-06-27-ca-ssi-ssp-wic-12200-us-ca-sections-wic-12200, 2026-07-28-ca-cdss-calfresh-bbce-authority-us-ca-sections-wic-18901.3-wic-18901.5, 2026-09-14-income-tax-chapter-us-ca-sections-4e26e6efabc3f0c7; income-tax chapte"
tax,us-ca,S32,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-06-25-ca-wic-calworks-us-ca-sections-wic-11450-wic-11450.12-wic-11451.5-wic-11452-wic-11452.018, 2026-06-27-ca-ssi-ssp-wic-12200-us-ca-sections-wic-12200, 2026-07-28-ca-cdss-calfresh-bbce-authority-us-ca-sections-wic-18901.3-wic-18901.5, 2026-09-14-income-tax-chapter-us-ca-sections-4e26e6efabc3f0c7"
tax,us-ca,S34,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-06-25-ca-wic-calworks-us-ca-sections-wic-11450-wic-11450.12-wic-11451.5-wic-11452-wic-11452.018, 2026-06-27-ca-ssi-ssp-wic-12200-us-ca-sections-wic-12200, 2026-07-28-ca-cdss-calfresh-bbce-authority-us-ca-sections-wic-18901.3-wic-18901.5, 2026-09-14-income-tax-chapter-us-ca-sections-4e26e6efabc3f0c7"
tax,us-ca,F01,state,state form instructions and rate schedules,"no TY2025 resident return form in any selected form scope (form documents present: 2025 California Tax Rate Schedules, 2025 California Tax Table, 2026 Instructions for Form 540-ES — Estimated Tax ); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://govt.westlaw.com/calregs/Browse/Home/California/CaliforniaCodeofRegulations?guid=IEB2CC7D04C8311E"
tax,us-ca,F02,state,state form instructions and rate schedules,"no TY2025 resident instruction booklet in any selected form scope (form documents present: 2025 California Tax Rate Schedules, 2025 California Tax Table, 2026 Instructions for Form 540-ES — Estimated Tax ); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://govt.westlaw.com/calregs/Browse/Home/California/CaliforniaCodeofRegulations?guid=IEB2CC7D"
tax,us-ca,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://govt.westlaw.com/calregs/Browse/Home/California/CaliforniaCodeofRegulations?guid=IEB2CC7D04C8311EC89E5000D3A7C4BC3&originationContext=documenttoc&transitionType=Default&contextData=(sc.Default)
tax,us-ca,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://govt.westlaw.com/calregs/Browse/Home/California/CaliforniaCodeofRegulations?guid=IEB2CC7D04C8311EC89E5000D3A7C4BC3&originationContext=documenttoc&transitionType=Default&contextData=(sc.Default)
tax,us-co,S12,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-us-co-tax-credit-session-laws-r2026-07-19-expression-date, 2026-07-19-rulespec-us-co-title-39-consolidated; income-tax chapter rows: 336); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-co,S17,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-us-co-tax-credit-session-laws-r2026-07-19-expression-date, 2026-07-19-rulespec-us-co-title-39-consolidated; income-tax chapter rows: 336); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-co,S26,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-us-co-tax-credit-session-laws-r2026-07-19-expression-date, 2026-07-19-rulespec-us-co-title-39-consolidated; income-tax chapter rows: 336); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-co,S35,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-us-co-tax-credit-session-laws-r2026-07-19-expression-date, 2026-07-19-rulespec-us-co-title-39-consolidated; income-tax chapter rows: 336); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-co,F01,state,state form instructions and rate schedules,"no TY2025 resident return form in any selected form scope (form documents present: DR 0104 Book, Colorado Individual Income Tax Filin, DR 0104, Colorado Individual Income Tax Return (20); queue row 'done' points at regulation/2026-09-14-income-tax-regulations-r2; publisher forms index: https://www.sos.state.co.us/CCR/NumericalCCRDocList.do?deptID=19&agencyID=122"
tax,us-ct,S10,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-24-ct-income-tax-supplement, 2026-07-26-ct-12-700-a-10, 2026-09-14-income-tax-chapter-title-12-chapter-229, 2026-09-14-income-tax-chapter-title-17b; income-tax chapter rows: 77); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ct,S11,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-24-ct-income-tax-supplement, 2026-07-26-ct-12-700-a-10, 2026-09-14-income-tax-chapter-title-12-chapter-229, 2026-09-14-income-tax-chapter-title-17b; income-tax chapter rows: 77); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ct,S12,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-24-ct-income-tax-supplement, 2026-07-26-ct-12-700-a-10, 2026-09-14-income-tax-chapter-title-12-chapter-229, 2026-09-14-income-tax-chapter-title-17b; income-tax chapter rows: 77); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ct,S14,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-24-ct-income-tax-supplement, 2026-07-26-ct-12-700-a-10, 2026-09-14-income-tax-chapter-title-12-chapter-229, 2026-09-14-income-tax-chapter-title-17b; income-tax chapter rows: 77); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ct,S26,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-24-ct-income-tax-supplement, 2026-07-26-ct-12-700-a-10, 2026-09-14-income-tax-chapter-title-12-chapter-229, 2026-09-14-income-tax-chapter-title-17b; income-tax chapter rows: 77); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ct,S27,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-24-ct-income-tax-supplement, 2026-07-26-ct-12-700-a-10, 2026-09-14-income-tax-chapter-title-12-chapter-229, 2026-09-14-income-tax-chapter-title-17b; income-tax chapter rows: 77); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ct,S28,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-24-ct-income-tax-supplement, 2026-07-26-ct-12-700-a-10, 2026-09-14-income-tax-chapter-title-12-chapter-229, 2026-09-14-income-tax-chapter-title-17b; income-tax chapter rows: 77); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ct,S33,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-24-ct-income-tax-supplement, 2026-07-26-ct-12-700-a-10, 2026-09-14-income-tax-chapter-title-12-chapter-229, 2026-09-14-income-tax-chapter-title-17b; income-tax chapter rows: 77); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ct,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations-r2; publisher forms index: https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12
tax,us-ct,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations-r2; publisher forms index: https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12
tax,us-ct,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12
tax,us-ct,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12
tax,us-ct,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12
tax,us-dc,S14,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-05-19-title-4, 2026-07-13-recovery, 2026-07-16-pit-east-title-47; income-tax chapter rows: 171); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-dc,S17,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-05-19-title-4, 2026-07-13-recovery, 2026-07-16-pit-east-title-47; income-tax chapter rows: 171); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-dc,S24,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-05-19-title-4, 2026-07-13-recovery, 2026-07-16-pit-east-title-47; income-tax chapter rows: 171); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-dc,S30,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-05-19-title-4, 2026-07-13-recovery, 2026-07-16-pit-east-title-47; income-tax chapter rows: 171); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-dc,R01,state,state regulation,no selected regulation scope for this state is a revenue-department income tax regulation (the selected regulation scopes are benefit-program rules); the administrative code chapter is posted by the state's code publisher
tax,us-de,S02,state conformity,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-de-title-30-chapter-11; income-tax chapter rows: 88); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-de,S11,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-de-title-30-chapter-11; income-tax chapter rows: 88); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-de,S12,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-de-title-30-chapter-11; income-tax chapter rows: 88); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-de,S13,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-de-title-30-chapter-11; income-tax chapter rows: 88); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-de,S15,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-de-title-30-chapter-11; income-tax chapter rows: 88); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
