program,jurisdiction,element,level,family,note
snap,us-mi,snap_s04,state,state_manual_or_regulation,"searched 2499 provisions of 2 SNAP scope(s) ['2026-09-11-mi-snap-manual-supersede', '2026-09-13-snap-et-state-plan'] for regex '(heating|cooling|standard) utility (allowance|standard)[^.]{0,200}\\$\\s?\\d{2,4}|\\bHCSUA\\b[^.]{0,200}\\$\\s?\\d{2,4}|\\bSUA\\b[^.]{0,200}\\$\\s?\\d{2,4}|\\$\\s?\\d{2,4}[^.]{0,120}(heating|cooling|standard) utility': no match; publisher lists an untaken table/transmitta"
snap,us-mi,snap_s05,state,state_manual_or_regulation,"searched 2499 provisions of 2 SNAP scope(s) ['2026-09-11-mi-snap-manual-supersede', '2026-09-13-snap-et-state-plan'] for regex '(limited|basic|non.heating|nonheating) utility (allowance|standard)|\\bLUA\\b|\\bBUA\\b|\\bNHSUA\\b|non.heating standard': no match; publisher lists an untaken table/transmittal/directive family that may carry it: bpb_policy_bulletin_pdf 422 + rft_reference_table_pdf 22 ("
snap,us-mi,snap_s17,state,state_table_or_transmittal,"searched 2499 provisions of 2 SNAP scope(s) ['2026-09-11-mi-snap-manual-supersede', '2026-09-13-snap-et-state-plan'] for regex '(gross|net) (monthly )?income (limit|standard|test|eligibility)s?[^.]{0,300}\\$\\s?\\d{3}|income eligibility standards?[^.]{0,200}\\$\\s?\\d{3}|130\\s?(%|percent)[^.]{0,200}\\$\\s?\\d{3}|maximum gross (monthly )?income[^.]{0,120}\\$\\s?\\d{3}': no match; publisher lists a"
snap,us-nh,snap_s05,state,state_manual_or_regulation,"searched 1125 provisions of 5 SNAP scope(s) ['2026-09-10-snap-state-manual-completion', '2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-nh-he-w-700-snap-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex '(limited|basic|non.heating|nonheating) utility (allowance|standard)|\\bLUA\\b|\\bBUA\\b|\\bNHSUA\\b|non.heating standard': no match; publ"
snap,us-nh,snap_s15,state,state_table_or_transmittal,"searched 1125 provisions of 5 SNAP scope(s) ['2026-09-10-snap-state-manual-completion', '2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-nh-he-w-700-snap-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; publisher lists an untaken table/transmittal/directive family that may carry it"
snap,us-nh,snap_s16,state,state_table_or_transmittal,"searched 1125 provisions of 5 SNAP scope(s) ['2026-09-10-snap-state-manual-completion', '2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-nh-he-w-700-snap-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex '(maximum|cap(ped)?|limit(ed)?)[^.]{0,60}(excess )?shelter (deduction|expense|cost)s?[^.]{0,120}\\$\\s?\\d{3}|(excess )?shelter (deduction"
snap,us-nh,snap_s18,state,state_table_or_transmittal,"searched 1125 provisions of 5 SNAP scope(s) ['2026-09-10-snap-state-manual-completion', '2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan', '2026-05-27-nh-he-w-700-snap-rules-r2026-07-15-self-contained', '2026-07-13-recovery'] for regex 'maximum (monthly )?(allotment|benefit)s?[^.]{0,200}\\$\\s?\\d{3}|thrifty food plan[^.]{0,120}\\$\\s?\\d{3}|(allotment|basis of issuance|b"
snap,us-nm,snap_s32,state,state_plan,"publisher lists a 272.2 plan attachment, not taken: isd_state_verification_plan_pdf 1 (ISD State Verification Plan, a 272.2 attachment) on https://www.hca.nm.gov/lookingforinformation/income-support-division-1/"
snap,us-nc,snap_s15,state,state_table_or_transmittal,"searched 993 provisions of 4 SNAP scope(s) ['2026-07-13-recovery', '2026-09-11-nc-snap-manual-supersede', '2026-09-13-snap-et-state-plan', '2026-05-29'] for regex 'standard deduction[^.]{0,160}\\$\\s?\\d{3}\\b': no match; publisher lists an untaken table/transmittal/directive family that may carry it: fns_administrative_letter_document 367 + fns_change_notice_document 312 (2022-2026), https://poli"
snap,us-nc,snap_s16,state,state_table_or_transmittal,"searched 993 provisions of 4 SNAP scope(s) ['2026-07-13-recovery', '2026-09-11-nc-snap-manual-supersede', '2026-09-13-snap-et-state-plan', '2026-05-29'] for regex '(maximum|cap(ped)?|limit(ed)?)[^.]{0,60}(excess )?shelter (deduction|expense|cost)s?[^.]{0,120}\\$\\s?\\d{3}|(excess )?shelter (deduction|expense|cost)s?[^.]{0,80}(cap|maximum|limit)[^.]{0,120}\\$\\s?\\d{3}|\\$\\s?\\d{3}[^.]{0,60}(shelt"
snap,us-nd,snap_s18,state,state_table_or_transmittal,"searched 341 provisions of 4 SNAP scope(s) ['2026-09-10-snap-state-manual-completion', '2026-09-11-nd-snap-manual-supersede', '2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan'] for regex 'maximum (monthly )?(allotment|benefit)s?[^.]{0,200}\\$\\s?\\d{3}|thrifty food plan[^.]{0,120}\\$\\s?\\d{3}|(allotment|basis of issuance|benefit issuance) (table|chart|schedule)s?|basis o"
snap,us-nd,snap_s24,state,state_manual_or_regulation,"searched 341 provisions of 4 SNAP scope(s) ['2026-09-10-snap-state-manual-completion', '2026-09-11-nd-snap-manual-supersede', '2026-09-14-snap-fy2026-state-transmittal', '2026-09-13-snap-et-state-plan'] for regex 'certification period[^.]{0,200}\\b(6|12|24|36|six|twelve|twenty.four)\\b[^.]{0,20}months?|\\b(6|12|24|36|six|twelve|twenty.four)\\b.month certification': no match; publisher lists an unt"
snap,us-tx,snap_s31,state,state_plan,"FNS posts every state's SNAP E&T State Plan (fns.usda.gov/snap/et/plans; FNA front door 403, origin host fns-prod.azureedge.us serves). No corpus scope carries an E&T plan."
snap,us-wy,snap_s05,state,state_manual_or_regulation,"searched 130 provisions of 4 SNAP scope(s) ['2026-07-13-recovery', '2026-09-10-snap-state-manual-completion', '2026-09-11-wy-snap-manual-supersede', '2026-09-13-snap-et-state-plan'] for regex '(limited|basic|non.heating|nonheating) utility (allowance|standard)|\\bLUA\\b|\\bBUA\\b|\\bNHSUA\\b|non.heating standard': no match; publisher lists an untaken table/transmittal/directive family that may car"
wic,us,wic_g06,federal_guidance,fns_guidance,"no selected federal scope carries it (regex 'Federal Register|\\d+ FR \\d+|final rule' over 27 federal scopes); publisher lists it: FNA resource browser, WIC Federal Register Notices family (70; none taken; the two income-guideline notices are wic_g01)"
wic,us-ct,wic_s20,state,state_manual_or_regulation,"searched 342 provisions of ['2026-09-10-wic-state-policy-manual', '2026-09-13-wic-state-plan'] for regex 'notice of (ineligibility|termination|expiration)|notif(y|ication)[^.]{0,80}(ineligib|terminat)': no match; publisher index (https://portal.ct.gov/dph/wic/ct-wic-state-plan: policy_pdf 115, policy_addendum_pdf 3, table_of_contents_pdf 9, numbered_attachment_pdf 42, numbered_attachment_non_pdf 7"
wic,us-ky,wic_s10,state,state_manual_or_regulation,"searched 20 provisions of ['2026-09-10-wic-state-policy-manual'] for regex 'temporar(y|ily) certif|30.day (temporary )?certification|provisional certification|short certification|shortened[^.]{0,30}certification|presumptive(ly)? (eligib|certif)[^.]{0,80}(pregnan|WIC certification)': no match; publisher index (https://www.chfs.ky.gov/agencies/dph/dmch/nsb/Pages/wic.aspx: policy_group_pdf 10, summar"
wic,us-me,wic_s20,state,state_manual_or_regulation,"searched 222 provisions of ['2026-09-10-wic-state-policy-manual'] for regex 'notice of (ineligibility|termination|expiration)|notif(y|ication)[^.]{0,80}(ineligib|terminat)': no match; publisher index (https://www.maine.gov/dhhs/mecdc/healthy-living/wic/wic-administration-and-policies/wic-policies: policy_pdf 111, appendix_file 79, series {'BFPC': 7, 'BF': 8, 'CM': 4, 'CE': 6, 'CR': 7, 'FM': 18, 'F"
wic,us-mn,wic_s10,state,state_manual_or_regulation,"searched 166 provisions of ['2026-09-10-wic-state-policy-manual'] for regex 'temporar(y|ily) certif|30.day (temporary )?certification|provisional certification|short certification|shortened[^.]{0,30}certification|presumptive(ly)? (eligib|certif)[^.]{0,80}(pregnan|WIC certification)': no match; publisher index (https://www.health.state.mn.us/people/wic/localagency/mom.html: chapter_section_pdf 83, "
wic,us-mn,wic_s23,state,state_manual_or_regulation,"searched 166 provisions of ['2026-09-10-wic-state-policy-manual'] for regex 'vendor (authorization|selection|management|agreement|sanction|monitoring)|authorized vendor': no match; publisher index (https://www.health.state.mn.us/people/wic/localagency/mom.html: chapter_section_pdf 83, chapter_section_compilation_pdf 2, draft_section_pdf 1, exhibit_pdf 46, exhibit_docx 17, draft_exhibit_pdf 1, dupl"
wic,us-or,wic_s10,state,state_manual_or_regulation,"searched 176 provisions of ['2026-09-10-wic-state-policy-manual'] for regex 'temporar(y|ily) certif|30.day (temporary )?certification|provisional certification|short certification|shortened[^.]{0,30}certification|presumptive(ly)? (eligib|certif)[^.]{0,80}(pregnan|WIC certification)': no match; publisher index (https://www.oregon.gov/OHA/PH/HEALTHYPEOPLEFAMILIES/WIC/Pages/wicpolicy.aspx: policy_pdf"
wic,us-ri,wic_s10,state,state_manual_or_regulation,"searched 4 provisions of ['2026-09-10-wic-state-policy-manual'] for regex 'temporar(y|ily) certif|30.day (temporary )?certification|provisional certification|short certification|shortened[^.]{0,30}certification|presumptive(ly)? (eligib|certif)[^.]{0,80}(pregnan|WIC certification)': no match; publisher index (https://health.ri.gov/programs/wic/: compiled_manual_pdf 1, vendor_policies_pdf 1, other_p"
wic,us-ri,wic_s12,state,state_manual_or_regulation,"searched 4 provisions of ['2026-09-10-wic-state-policy-manual'] for regex 'processing standard|(10|20|ten|twenty) (calendar |business )?days[^.]{0,80}(appointment|certif|notif)': no match; publisher index (https://health.ri.gov/programs/wic/: compiled_manual_pdf 1, vendor_policies_pdf 1, other_pdf_on_program_page 73) lists untaken items that may carry it: 73 other PDFs on the program page (forms, "
wic,us-tn,wic_s31,state,state_regulation,"publisher lists it, not taken: WIC state rule 1200-15-02 linked from tn.gov/health/wic.html (batch 4 retry)"
