program,jurisdiction,element,old_status,new_status,scope_version,citation_path,note
snap,us-nd,snap_s18,EXTRACTABLE,ALREADY-HELD,us-nd/manual/2026-09-14-snap-fy2026-state-transmittal,us-nd/manual/hhs/snap/updates/release-25-6/page-5,"Release 25.6 (October 1, 2025) 'Maximum SNAP Allotments' table (pages 4-5); the regex expects 'maximum allotment' without 'SNAP'. The held 2026-09-11-nd-snap-manual-supersede (Manual Letter 26.7, FY 2027 amounts) carries it at .../appendix-b-table-of-standards-htm/block-3: HELD-UNTIL-2026-10-01, not re-extracted"
snap,us-nd,snap_s24,EXTRACTABLE,ALREADY-HELD,us-nd/manual/2026-07-21-nd-snap-manual,us-nd/manual/hhs/snap/dhs-policymanuals-snap-content-1005-recertification-htm/block-2,'... are certified for 12 months. All other households are certified for 6 months'; the regex expects 'certification period ... months'. Same text in the held 2026-09-11 supersede scope (HELD-UNTIL-2026-10-01)
snap,us-tx,snap_s31,EXTRACTABLE,ABSENT,,,"FNA E&T state plans index (fns-prod.azureedge.us/snap-et/stateplan, read 2026-09-15) lists no Texas plan; the 2026-09-13 FNS state-plans run found none on TWC or HHSC either; nothing to take"
snap,us-wy,snap_s05,EXTRACTABLE,EXTRACTABLE,,,the manual (block-1) defines the Utility Only Allowance (UOA) and prints the SNAP Utility Deductions Chart but no amount ('Benefit Specialist enters $00 and the eligibility computer system automatically uses the correct standard'); the DFS tables family (Table I income limits taken 2026-09-10) posts no utility table; carrying family: WY DFS SNAP standards notice; not located this pass
wic,us,wic_g06,EXTRACTABLE,PRESENT,us/rulemaking/2026-09-15-wic-federal-register-2024-07437-types-rule-term-revisions-in-the-wic-food-packages-limit-1,us/rulemaking/federal-register/2024-04-18/2024-07437,"new scope: 'WIC: Revisions in the WIC Food Packages' final rule (89 FR 28488, document 2024-07437, effective 2024-06-17) from the federalregister.gov API (3 rows, 526,127 characters); the FNA WIC Federal Register index (7 pages, 17 distinct items) inventoried in the run note; the 2016 EBT rule (2016-04261), 2009 vendor cost containment rule (E9-24143) and 2026-06-24 technical corrections stay EXTRACTABLE"
wic,us-ct,wic_s20,EXTRACTABLE,ALREADY-HELD,us-ct/manual/2026-09-10-wic-state-policy-manual,us-ct/manual/dph/wic/200-21/document-1,"WIC 200-21 'Applicant/Participant Ineligibility, Termination and Disqualification' (§246.7(h)); notices go out on the Notice of Participant Action form (200-05, 200-07, 200-12); the regex expects the phrase 'notice of ineligibility'"
wic,us-ky,wic_s10,EXTRACTABLE,ABSENT,,,"the Policy 200 group (Policies 200-221, incl. 207 Required Proofs Not Present and 210 Certification Periods) carries self-declaration for missing proofs but no presumptive or temporary certification of pregnant women; the ten policy-group PDFs are the whole published manual"
wic,us-me,wic_s20,EXTRACTABLE,ALREADY-HELD,us-me/manual/2026-09-10-wic-state-policy-manual,us-me/manual/mecdc/wic/ce-4/document-1,CE-4 'Certification Periods and Termination of Benefits'; CE-3 §7.1 written notice of ineligibility with the reasons and fair-hearing rights; CE-6 processing-standard notification
wic,us-mn,wic_s10,EXTRACTABLE,ALREADY-HELD,us-mn/manual/2026-09-10-wic-state-policy-manual,us-mn/manual/mdh/wic/5.2.4/document-1,Section 5.2.4 Income: '30-day temporary eligibility period' and 'Presumptive Eligibility' (up to 3 months of benefits pending the MHCP determination); the regex expects 'temporary certification'
wic,us-mn,wic_s23,EXTRACTABLE,EXTRACTABLE,,,"the MOM (local-agency operations manual) mentions vendors only in passing; the vendor policies are the separate MDH WIC vendor family (health.state.mn.us/people/wic/vendor/: WIC Vendor Program Requirements List and Retail Food Vendor Agreement PDFs, and Minnesota Rules chapter 4617 linked from .../vendor/rules.html, read 2026-09-15); not taken this pass"
wic,us-or,wic_s10,EXTRACTABLE,ABSENT,,,"the OR policy manual (88 policies, index complete) has no presumptive or temporary certification policy; policy 616 handles missing proofs by self-declaration ('Unavailable proof due to special circumstances', No proof form 57-633)"
wic,us-ri,wic_s10,EXTRACTABLE,ALREADY-HELD,us-ri/manual/2026-09-10-wic-state-policy-manual,us-ri/manual/ridoh/wic/procedures-manual/document-1,'Applicants who do not have documented proof of pregnancy ... should be issued benefits. Documentation of pregnancy should then be required within 30 days'
wic,us-ri,wic_s12,EXTRACTABLE,ALREADY-HELD,us-ri/manual/2026-09-10-wic-state-policy-manual,us-ri/manual/ridoh/wic/procedures-manual/document-1,'notified of their eligibility or ineligibility within 10 days ... Others must be notified within 20 days' and the 10/20-day certification time frames; the regex needs 'notif' within 80 characters after 'days'
wic,us-tn,wic_s31,EXTRACTABLE,PRESENT,us-tn/regulation/2026-09-15-wic-state-regulation,us-tn/regulation/1200-15/02,"new scope: Tenn. Comp. R. & Regs. chapter 1200-15-02 (rules .01-.10, 11 rows) from the Secretary of State compilation (browser impersonation, the CoverKids rules precedent for publications.tnsosfiles.com)"
snap,us-al,snap_s04,REVIEW,ABSENT,,,"no HCSUA amount in the POE manual, Form 1942 transmittal or E&T plan (the only AL hit is the income-tax statute); carrying family: DHR food assistance standards notice"
snap,us-al,snap_s15,REVIEW,ABSENT,,,"no standard deduction amount in the POE manual, Form 1942 transmittal or E&T plan (the only AL hit is the income-tax statute); carrying family: DHR food assistance standards notice"
snap,us-al,snap_s16,REVIEW,ABSENT,,,"no shelter cap amount in the POE manual, Form 1942 transmittal or E&T plan (the only AL hit is the income-tax statute); carrying family: DHR food assistance standards notice"
snap,us-al,snap_s51,REVIEW,PRESENT,us-al/guidance/2026-09-14-snap-fy2026-state-transmittal,us-al/guidance/dhr/food-assistance/form-1942-summarized-eligibility-requirements/2025-10/page-2,'elderly (age 60 or over)' defined for the net-only income test; disability sources not restated
snap,us-ak,snap_s03,REVIEW,PRESENT,us-ak/manual/2026-07-16-ak-snap-manual,us-ak/manual/dpa/snap/605-605-6/block-1,BBCE via the 'Support For You and Your Family' (X056) notice; resources verified by the conferring program and not re-verified; Addendum 4 lists the BBCE 200% FPL column
snap,us-ak,snap_s07,REVIEW,ABSENT,,,no mandatory-SUA language (602-4 E allows the heating or non-heating standard); the AK manual is complete in the selected scope
snap,us-ak,snap_s10,REVIEW,ABSENT,us-ak/manual/2026-07-16-ak-snap-manual,us-ak/manual/dpa/snap/602-602-4-d/block-1,no standard medical deduction; 602-4 D applies the federal $35 excess-medical rule
snap,us-ak,snap_s16,REVIEW,PRESENT,us-ak/manual/2026-07-16-ak-snap-manual,us-ak/manual/dpa/snap/addenda-addendum-4/block-1,"Addendum 4 (October 1, 2025 - September 30, 2026): shelter deduction limit $1,189 (Alaska's own cap), resource limits, income limits, standard deductions and urban/rural maximum allotments"
snap,us-ak,snap_s32,REVIEW,ABSENT,,,"no state posts its 7 CFR 272.2 State Plan of Operation and FNS does not publish them (2026-09-13 FNS state-plans finding, confirmed for NM on 2026-09-15); the family does not exist as a public document"
snap,us-ak,snap_s33,REVIEW,ABSENT,,,no transitional benefits alternative (the only hit is 'Transitional Jobs' in the E&T plan); the AK manual is complete in the selected scope
snap,us-ak,snap_s37,REVIEW,ABSENT,,,no state-funded food program for non-citizens; the AK manual is complete in the selected scope
snap,us-ak,snap_s40,REVIEW,ABSENT,,,no restaurant meals program; the AK manual is complete in the selected scope
snap,us-ak,snap_s53,REVIEW,ABSENT,,,no state-funded minimum-benefit supplement (Addendum 4 carries only the federal minimum); the AK manual is complete in the selected scope
snap,us-co,snap_s02,REVIEW,PRESENT,us-co/regulation/2026-07-16-10-ccr-2506-1,us-co/regulation/10-ccr-2506-1/4.206,ECE households: combined gross income at or below 200% FPL and authorized to receive a non-cash TANF/MOE benefit (also 4.401 and 4.401.1); line breaks inside the rule body defeat the check regex
snap,us-co,snap_s03,REVIEW,PRESENT,us-co/regulation/2026-07-16-10-ccr-2506-1,us-co/regulation/10-ccr-2506-1/4.408,'households eligible under either expanded or basic categorical eligibility exempt from the resource eligibility criteria'
snap,us-co,snap_s04,REVIEW,ABSENT,,,no SUA amount in 10 CCR 2506-1 or the CDHS policy scope; carrying family: CDHS SNAP standards memo (annual)
snap,us-co,snap_s32,REVIEW,ABSENT,,,"no state posts its 7 CFR 272.2 State Plan of Operation and FNS does not publish them (2026-09-13 FNS state-plans finding, confirmed for NM on 2026-09-15); the family does not exist as a public document"
snap,us-co,snap_s37,REVIEW,ABSENT,,,no state-funded food program for non-citizens (the hits are E&T 'food assistance programs' wording)
snap,us-co,snap_s39,REVIEW,ABSENT,,,no combined application project ('CAP' in the rules is a corrective action plan)
snap,us-co,snap_s40,REVIEW,ABSENT,,,no restaurant meals program election (only the homeless-meal-provider definition)
snap,us-co,snap_s53,REVIEW,ABSENT,,,no state-funded minimum-benefit supplement (4.207.3 carries the federal minimum)
snap,us-co,snap_s59,REVIEW,ABSENT,,,no SSI cash-out treatment (SSI recipients appear only in the communal-dining and categorical-eligibility rules)
snap,us-ct,snap_s03,REVIEW,PRESENT,us-ct/manual/2026-07-17-ct-snap-manual,us-ct/manual/dss/snap/categoricaleligibility/block-1,'RCE and ECE EDGs are not required to meet certain income and asset tests'; regularcategoricaleligibilityrce/block-2 lists the asset limit among the tests waived
snap,us-ct,snap_s07,REVIEW,ABSENT,,,no mandatory-SUA statement; the CT manual is complete in the selected scope
snap,us-ct,snap_s10,REVIEW,ABSENT,us-ct/manual/2026-07-17-ct-snap-manual,us-ct/manual/dss/snap/medicalexpenses/block-4,no standard medical deduction; the manual applies the federal $35 excess-medical rule
snap,us-ct,snap_s15,REVIEW,ABSENT,,,"no standard deduction amount in the CT manual (the tables section carries the shelter cap, income limits and maximum benefits only); carrying family: DSS SNAP standards chart"
snap,us-ct,snap_s16,REVIEW,PRESENT,us-ct/manual/2026-07-17-ct-snap-manual,us-ct/manual/dss/snap/tables/block-3,"Excess Shelter Deduction: 'All Other EDGs $744', no maximum for elderly/disabled EDGs"
snap,us-ct,snap_s18,REVIEW,PRESENT,us-ct/manual/2026-07-17-ct-snap-manual,us-ct/manual/dss/snap/tables/block-7,"'Maximum SNAP Benefit Amount' by EDG size with the 200/165/130/100% FPL limits ($298, $546, ...)"
snap,us-ct,snap_s32,REVIEW,ABSENT,,,"no state posts its 7 CFR 272.2 State Plan of Operation and FNS does not publish them (2026-09-13 FNS state-plans finding, confirmed for NM on 2026-09-15); the family does not exist as a public document"
snap,us-ct,snap_s38,REVIEW,PRESENT,us-ct/manual/2026-07-17-ct-snap-manual,us-ct/manual/dss/snap/excludedindividual/block-2,"drug-related felony after August 22, 1996 disqualifies only individuals not complying with the terms of their sentence or probation (Connecticut modification)"
snap,us-ct,snap_s40,REVIEW,ABSENT,,,no restaurant meals program election (only restaurants contracting to feed homeless individuals); the CT manual is complete in the selected scope
snap,us-ct,snap_s53,REVIEW,ABSENT,,,no state-funded minimum-benefit supplement; the CT manual is complete in the selected scope
snap,us-ct,snap_s59,REVIEW,ABSENT,,,no SSI cash-out treatment; the CT manual is complete in the selected scope
snap,us-de,snap_s04,REVIEW,ABSENT,,,no HCSUA amount in DSSM 9000 or the FY 2026 transmittal scope; carrying family: DE DSS SNAP standards notice
snap,us-de,snap_s15,REVIEW,ABSENT,,,no standard deduction amount in DSSM 9000 or the FY 2026 transmittal scope; carrying family: DE DSS SNAP standards notice
snap,us-dc,snap_s06,REVIEW,PRESENT,us-dc/manual/2026-07-17-dc-snap-manual,us-dc/manual/dhs/esa/snap-policy-manual/page-330,"Table 25.3.e Standard Utility Allowances effective October 1, 2024: HCSUA $374, LUA $339, one utility allowance (OUA) $88, telephone $74 (FY 2025 figures; the FY 2026 update is in the DC transmittal scope)"
snap,us-hi,snap_s04,REVIEW,ABSENT,,,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). no HCSUA amount in HAR title 17 or the BESSD standards page
snap,us-hi,snap_s05,REVIEW,ABSENT,,,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). no limited/non-heating utility allowance amount in HAR or the BESSD page
snap,us-hi,snap_s06,REVIEW,ABSENT,,,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). no telephone or single-utility standard amount in HAR
snap,us-hi,snap_s11,REVIEW,ABSENT,,,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). no $35 excess-medical text found in 17-663 (the medical deduction is defined without the threshold)
snap,us-hi,snap_s12,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/663/page-45,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). child support listed among the household's allowable deductions (17-663-95 income of ineligible members)
snap,us-hi,snap_s13,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/663/page-46,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). dependent care expenses of ineligible members prorated; dependent care deduction defined at 17-676-2
snap,us-hi,snap_s14,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/663/page-38,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). 'the twenty per cent earned income deduction' (17-663-70 special income considerations)
snap,us-hi,snap_s15,REVIEW,ABSENT,,,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). no SNAP standard deduction amount in HAR (17-676-45's 'standard deduction of twenty per cent' is the financial-assistance earned-income disregard)
snap,us-hi,snap_s16,REVIEW,ABSENT,,,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). no shelter cap amount in HAR
snap,us-hi,snap_s18,REVIEW,ABSENT,,,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). no allotment table in HAR (17-610-17 reproduces the FNS issuance tables)
snap,us-hi,snap_s19,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/648/page-11,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). benefits prorated from the date of application after a break in participation (17-648); one- and two-person minimum at 17-610-17 (page-15)
snap,us-hi,snap_s20,REVIEW,PRESENT,us-hi/guidance/2026-09-14-snap-fy2026-state-transmittal,us-hi/guidance/bessd/snap-income-eligibility-standards/fy2026/block-2,'SNAP Gross Monthly Income Eligibility Standards (Effective 10/1/2025)' with 130% and 200% BBCE columns; the regex needs 'income (limit|standard)' adjacent
snap,us-hi,snap_s21,REVIEW,ABSENT,,,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). no resource limit dollar amounts in HAR (17-675 is financial-assistance assets)
snap,us-hi,snap_s22,REVIEW,ABSENT,,,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). no SNAP vehicle policy text in 17-663 (only 'automobile' as a self-employment expense)
snap,us-hi,snap_s23,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/650/page-4,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). chapter 17-650: simplified reporting and the six-month report (17-650-14)
snap,us-hi,snap_s24,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/650/page-7,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). homeless and seasonal-farmworker households 'shall be certified for six months' (17-650); general lengths by household type not found as a table
snap,us-hi,snap_s25,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/650/page-4,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). change reporting within ten days of the date the change becomes known (17-650)
snap,us-hi,snap_s35,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/663/page-10,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). 'Ineligible alien' defined; 17-663-82.2 Ineligible aliens; 17-655 alien status verification
snap,us-hi,snap_s36,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/663/page-45,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). income and resources of ineligible members counted in their entirety (17-663-95); prorated for other ineligible members (page-46)
snap,us-hi,snap_s41,REVIEW,REVIEW,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/647/page-6,the application chapter requires an interview (17-647) but no telephone/on-demand or waiver rule was found; left REVIEW
snap,us-hi,snap_s42,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/647/page-53,"selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). expedited service: less than $150 gross income and $100 liquid resources, destitute farmworkers (17-647-42)"
snap,us-hi,snap_s43,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/647/page-4,"selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). chapter 17-647 verification standards (collateral contact, questionable information)"
snap,us-hi,snap_s44,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/602-1/page-4,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). chapter 17-602.1 administrative hearings
snap,us-hi,snap_s45,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/604-1/page-6,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). 17-604.1-9 intentional program violation disqualification penalties; administrative disqualification hearings
snap,us-hi,snap_s46,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/683/page-4,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). chapter 17-683 overpayments and recovery ('agency error claim' definitions; food stamp claims)
snap,us-hi,snap_s48,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/655/page-16,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). 17-655 subchapter 3 Residency and Institutional Status (17-655-24 ff.)
snap,us-hi,snap_s50,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/676/page-9,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). 17-676-10 earned income from self-employment: expenses directly related to producing the goods or services; no depreciation or personal expenses
snap,us-hi,snap_s54,REVIEW,PRESENT,us-hi/regulation/2026-05-27-hi-snap-rules-r2026-07-15-self-contained-r2026-09-13-tanf-consolidated,us-hi/regulation/har/17/676/page-63,selected HI SNAP rules scope (HAR title 17); the check skipped it because its version name contains 'tanf' (OTHER_PROGRAM_RE exclusion). 17-676-88 income exclusions in the food stamp program (subchapter 11)
