program,jurisdiction,element,old_status,new_status,scope_version,citation_path,note
tanf,us-az,tanf-s11,EXTRACTABLE,OUTREACH,,,"dbmefaapolicy.azdes.gov probed once with the plain corpus client 2026-09-15T00:01Z: HTTP 403, cf-mitigated: challenge (Cloudflare 'Just a moment') on / and /FAA5/baggage/; the durable block of 2026-09-13/14 persists; not worked around."
tanf,us-az,tanf-s12,EXTRACTABLE,OUTREACH,,,"dbmefaapolicy.azdes.gov probed once with the plain corpus client 2026-09-15T00:01Z: HTTP 403, cf-mitigated: challenge (Cloudflare 'Just a moment') on / and /FAA5/baggage/; the durable block of 2026-09-13/14 persists; not worked around."
tanf,us-az,tanf-s14,EXTRACTABLE,OUTREACH,,,"dbmefaapolicy.azdes.gov probed once with the plain corpus client 2026-09-15T00:01Z: HTTP 403, cf-mitigated: challenge (Cloudflare 'Just a moment') on / and /FAA5/baggage/; the durable block of 2026-09-13/14 persists; not worked around."
tanf,us-az,tanf-s18,EXTRACTABLE,OUTREACH,,,"dbmefaapolicy.azdes.gov probed once with the plain corpus client 2026-09-15T00:01Z: HTTP 403, cf-mitigated: challenge (Cloudflare 'Just a moment') on / and /FAA5/baggage/; the durable block of 2026-09-13/14 persists; not worked around."
tanf,us-az,tanf-s19,EXTRACTABLE,OUTREACH,,,"dbmefaapolicy.azdes.gov probed once with the plain corpus client 2026-09-15T00:01Z: HTTP 403, cf-mitigated: challenge (Cloudflare 'Just a moment') on / and /FAA5/baggage/; the durable block of 2026-09-13/14 persists; not worked around."
tanf,us-az,tanf-s20,EXTRACTABLE,OUTREACH,,,"dbmefaapolicy.azdes.gov probed once with the plain corpus client 2026-09-15T00:01Z: HTTP 403, cf-mitigated: challenge (Cloudflare 'Just a moment') on / and /FAA5/baggage/; the durable block of 2026-09-13/14 persists; not worked around."
tanf,us-az,tanf-s23,EXTRACTABLE,OUTREACH,,,"dbmefaapolicy.azdes.gov probed once with the plain corpus client 2026-09-15T00:01Z: HTTP 403, cf-mitigated: challenge (Cloudflare 'Just a moment') on / and /FAA5/baggage/; the durable block of 2026-09-13/14 persists; not worked around."
tanf,us-az,tanf-s24,EXTRACTABLE,OUTREACH,,,"dbmefaapolicy.azdes.gov probed once with the plain corpus client 2026-09-15T00:01Z: HTTP 403, cf-mitigated: challenge (Cloudflare 'Just a moment') on / and /FAA5/baggage/; the durable block of 2026-09-13/14 persists; not worked around."
tanf,us-az,tanf-s25,EXTRACTABLE,OUTREACH,,,"dbmefaapolicy.azdes.gov probed once with the plain corpus client 2026-09-15T00:01Z: HTTP 403, cf-mitigated: challenge (Cloudflare 'Just a moment') on / and /FAA5/baggage/; the durable block of 2026-09-13/14 persists; not worked around."
tanf,us-az,tanf-s26,EXTRACTABLE,OUTREACH,,,"dbmefaapolicy.azdes.gov probed once with the plain corpus client 2026-09-15T00:01Z: HTTP 403, cf-mitigated: challenge (Cloudflare 'Just a moment') on / and /FAA5/baggage/; the durable block of 2026-09-13/14 persists; not worked around."
tanf,us-az,tanf-s29,EXTRACTABLE,OUTREACH,,,"dbmefaapolicy.azdes.gov probed once with the plain corpus client 2026-09-15T00:01Z: HTTP 403, cf-mitigated: challenge (Cloudflare 'Just a moment') on / and /FAA5/baggage/; the durable block of 2026-09-13/14 persists; not worked around."
ccdf,us-id,ccdf-s29,EXTRACTABLE,PRESENT,us-id/regulation/2026-09-15-ccdf-subsidy-rules,us-id/regulation/idapa/16/06/12/000,"taken 2026-09-15: IDAPA 16.06.12 Idaho Child Care Program, 58 rows; coverage complete"
ccdf,us-ne,ccdf-s29,EXTRACTABLE,PRESENT,us-ne/regulation/2026-09-15-ccdf-subsidy-rules,us-ne/regulation/title-392/chapter-1/001,"taken 2026-09-15: 392 NAC Child Care Subsidy Program chapters 1-5, 192 rows; coverage complete"
ccdf,us-ok,ccdf-s29,EXTRACTABLE,PRESENT,us-ok/regulation/2026-09-15-ccdf-subsidy-rules,us-ok/regulation/oac/340/40/340-40-1-1,"taken 2026-09-15: OAC 340:40 Child Care Subsidy Program, 33 rows (32 active sections); coverage complete"
ccdf,us-sd,ccdf-s29,EXTRACTABLE,PRESENT,us-sd/regulation/2026-09-15-ccdf-subsidy-rules,us-sd/regulation/arsd/67/47/01/01/block-1,"taken 2026-09-15: ARSD 67:47 Child Care Services, 40 non-repealed sections, 80 rows; coverage complete"
ccdf,us-ri,ccdf-s29,EXTRACTABLE,PRESENT,us-ri/regulation/2026-09-15-ccdf-subsidy-rules,us-ri/regulation/218-ricr/20/00/4/page-1,"taken 2026-09-15: 218-RICR-20-00-4 CCAP rules and 218-RICR-20-00-13 (educators/staff CCAP), 92 rows; coverage complete"
ccdf,us-nm,ccdf-s29,EXTRACTABLE,PRESENT,us-nm/regulation/2026-09-15-ccdf-subsidy-rules,us-nm/regulation/nmac/8/9/3/8.9.3.1,"taken 2026-09-15: 8.9.3 NMAC Child Care Assistance (ECECD), 26 rows; the recount's 8.150 NMAC parts are the LIHEAP rule; coverage complete"
ccdf,us-me,ccdf-s29,EXTRACTABLE,PRESENT,us-me/regulation/2026-09-15-ccdf-subsidy-rules,us-me/regulation/dhhs/ocfs/10-148-cmr-chapter-6/page-1,"taken 2026-09-15: 10-148 CMR ch. 6 Child Care Affordability Program rules (8/18/2025), 58 rows; coverage complete"
ccdf,us-ky,ccdf-s29,EXTRACTABLE,PRESENT,us-ky/manual/2026-09-15-ccdf-subsidy-rules,us-ky/manual/dcbs/dfs/volume-viii-ccap/page-1,"taken 2026-09-15: DCBS Operation Manual Volume VIII CCAP, 145 rows; coverage complete"
ccdf,us-sc,ccdf-s29,EXTRACTABLE,PRESENT,us-sc/manual/2026-09-15-ccdf-subsidy-rules,us-sc/manual/dss/child-care-scholarship-policy-manual/page-1,"taken 2026-09-15: SC Child Care Scholarship Program Policy Manual Vol. 39 (rev. 2026-02-09), 291 rows; coverage complete"
ccdf,us-in,ccdf-s29,EXTRACTABLE,PRESENT,us-in/manual/2026-09-15-ccdf-subsidy-rules,us-in/manual/fssa/oecosl/ccdf-policy-manual/page-1,"taken 2026-09-15: FSSA CCDF Policy Manual (rev. 2025-02-02), 62 rows; coverage complete"
ccdf,us-vt,ccdf-s29,EXTRACTABLE,PRESENT,us-vt/regulation/2026-09-15-ccdf-subsidy-rules,us-vt/regulation/dcf/cdd/ccfap-regulations/page-1,"taken 2026-09-15: CCFAP Regulations (CDD, effective 2009-02-09), 19 rows; coverage complete"
ccdf,us-or,ccdf-s29,EXTRACTABLE,PRESENT,us-or/regulation/2026-09-15-ccdf-subsidy-rules-chapter-414-division-175,us-or/regulation/chapter-414/division-175/rule-414-175-0001,"taken 2026-09-15: OAR 414-175 Employment Related Day Care (DELC) via the OAR adapter, 44 rows; coverage complete"
ccdf,us-oh,ccdf-s29,EXTRACTABLE,PRESENT,us-oh/regulation/2026-09-15-ccdf-subsidy-rules-agency-5180-6-chapter-5180-6-1,us-oh/regulation/agency-5180-6/chapter-5180-6-1/rule-5180-6-1-01,"taken 2026-09-15: OAC 5180:6-1 Publicly Funded Child Care (DCY) via the OAC adapter, 15 rows; the recount's OAC 5101:2-16 no longer exists on codes.ohio.gov; coverage complete"
ccdf,us-tn,ccdf-s29,EXTRACTABLE,EXTRACTABLE,,,"the TDHS publications page the recount cites lists no child care certificate policy (106 PDFs: APS 8.xx, SSBG 14.xx, Families First 23.xx, SNAP 24.xx); the subsidy rules are Tenn. Comp. R. & Regs. 1240-04 on the Secretary of State's site, not inventoried by any queue row"
ccdf,us-wi,ccdf-s29,EXTRACTABLE,EXTRACTABLE,,,"/wishares, /wishares/parents, /wishares/providers and /wishares/maxrates link brochures, the rate and copay charts and the child-welfare policy portal but not the Wisconsin Shares Policy Manual; dcf.wisconsin.gov/manuals/ answers HTTP 403 to the plain client; the manual's index was not located"
ccdf,us-ms,ccdf-s30,EXTRACTABLE,PRESENT,us-ms/policy/2026-09-15-ccdf-rate-schedules,us-ms/policy/ccdf/rate-schedules/ccpp-copayment-fee-scale-2021-11-01/document-1,"taken 2026-09-15: Child Care Payment Program Family Co-Pay Fee Scale effective 2021-11-01 (ECCD Child Care Co-Payments page), 2 rows; coverage complete"
ccdf,us-ut,ccdf-s30,EXTRACTABLE,PRESENT,us-ut/policy/2026-09-15-ccdf-rate-schedules,us-ut/policy/ccdf/rate-schedules/income-eligibility-and-copayments-2025-10-01/document-1,"taken 2026-09-15: OCC Income Eligibility and Co-Payment tables effective 2025-10-01 and 2026-10-01 and Maximum Monthly Payments effective 2024-10-01 (OCC Subsidy Resources page), 6 rows; coverage complete"
ccdf,us-vt,ccdf-s30,EXTRACTABLE,PRESENT,us-vt/policy/2026-09-15-ccdf-rate-schedules,us-vt/policy/ccdf/rate-schedules/ccfap-state-rates-2025-07-13/document-1,"taken 2026-09-15: CCFAP State Rates effective 2025-07-13 and Income Guidelines effective 2025-03-23 (CDD CCFAP provider and benefits pages), 4 rows; coverage complete"
ccdf,us-wi,ccdf-s30,REVIEW,PRESENT,us-wi/policy/2026-09-15-ccdf-rate-schedules,us-wi/policy/ccdf/rate-schedules/wisconsin-shares-maximum-rates-2025-10-01/document-1,"taken 2026-09-15: Wisconsin Shares County and Tribal Maximum Rates effective 2025-10-01 and Copayment Schedule effective 2026-02-01 (/wishares/maxrates), 4 rows; coverage complete"
ccdf,us-co,ccdf-s30,EXTRACTABLE,OUTREACH,,,cdec.colorado.gov/resources/state-plans HTTP 403 CloudFront to the plain client (the 2026-09-10 retry block); no impersonation documented
ccdf,us-nj,ccdf-s30,EXTRACTABLE,OUTREACH,,,childcarenj.gov HTTP 403 Cloudflare 'Attention Required' to the plain client (the 2026-09-10 retry block)
ccdf,us-va,ccdf-s30,EXTRACTABLE,OUTREACH,,,www.childcare.virginia.gov HTTP 503 to the plain client 2026-09-15 (AkamaiGHost 403 on 2026-09-10); not re-probed with impersonation
ccdf,us-ct,ccdf-s30,EXTRACTABLE,ABSENT,,,read 2026-09-15 one hop past the index: OEC CCDF page lists the 2024/2022/2018 MRS reports; the Care 4 Kids overview page links no rate or fee document; no current-year rate or copay schedule is posted on the pages the Lead Agency index reaches (survey reports are not the operative schedule)
ccdf,us-ky,ccdf-s30,EXTRACTABLE,ABSENT,,,read 2026-09-15 one hop past the index: DCC page links the KICCS portal and market rate surveys only; no current-year rate or copay schedule is posted on the pages the Lead Agency index reaches (survey reports are not the operative schedule)
ccdf,us-la,ccdf-s30,EXTRACTABLE,ABSENT,,,read 2026-09-15 one hop past the index: LDOE policy guidance page lists the 2017/2020/2023 MRS reports; the CCAP Providers page links the 2018 CCAP Provider Guide only; no current-year rate or copay schedule is posted on the pages the Lead Agency index reaches (survey reports are not the operative schedule)
ccdf,us-mn,ccdf-s30,EXTRACTABLE,ABSENT,,,read 2026-09-15 one hop past the index: dcyf.mn.gov CCDF page answered HTTP 200 to the plain client but lists the plan and QPR only; no current-year rate or copay schedule is posted on the pages the Lead Agency index reaches (survey reports are not the operative schedule)
ccdf,us-or,ccdf-s30,EXTRACTABLE,ABSENT,,,read 2026-09-15 one hop past the index: DELC State Plans page lists the 2022 alternate rate-setting report and advisory-committee application only; no current-year rate or copay schedule is posted on the pages the Lead Agency index reaches (survey reports are not the operative schedule)
ccdf,us-pa,ccdf-s30,EXTRACTABLE,ABSENT,,,"read 2026-09-15 one hop past the index: DHS Early Learning and Child Care page and its Child Care Works page link the 2025 MRS reports, the application and the eligibility regulations; no MCCA or copay schedule; no current-year rate or copay schedule is posted on the pages the Lead Agency index reaches (survey reports are not the operative schedule)"
ccdf,us-ri,ccdf-s30,EXTRACTABLE,ABSENT,,,read 2026-09-15 one hop past the index: DHS State Plans page lists CCDF plans and amendments only; no current-year rate or copay schedule is posted on the pages the Lead Agency index reaches (survey reports are not the operative schedule)
tanf,us-ak,tanf-s18,REVIEW,PRESENT,us-ak/regulation/2026-07-01-ak-atap-regulations,us-ak/regulation/aac/title-7/chapter-45/7 AAC 45.260,"7 AAC 45.260(h) defines 'appropriate child care' (30 minutes travel, willing and able provider) for the AS 47.27.035 penalty exception; 7 AAC 45.610 uses it for time-limit extensions"
tanf,us-al,tanf-s18,REVIEW,PRESENT,us-al/policy/2026-07-02-al-tanf-official-documents,us-al/policy/dhr/tanf/state-plan/2024/page-5,state plan: single custodial parent of a child under six exempt where appropriate child care is not available or inaccessible
tanf,us-ar,tanf-s18,REVIEW,ABSENT-IN-CITED,us-ar/policy/2026-07-02-ar-tea-official-documents,,"no row of the 216-page TEA manual matches child-care-unavailability vocabulary; the exception would sit in the TEA work-program rules (Arkansas Workforce Services), not inventoried"
tanf,us-ca,tanf-s18,REVIEW,REVIEW,us-ca/regulation/2026-09-10-tanf-state-policy-manual,us-ca/regulation/mpp/eas/6/42-711,hits are the 42-711 hours rule for a child under six; the good-cause/child-care rule (MPP 42-713) was not surfaced by vocabulary; needs a section read
tanf,us-co,tanf-s18,REVIEW,PRESENT,us-co/regulation/2026-07-13-recovery-r2026-09-11-tanf-consolidated,us-co/regulation/9-ccr-2503-6/3.608.3,"3.608.3 good cause: no appropriate child care within a reasonable distance, no available or suitable care"
tanf,us-ct,tanf-s18,REVIEW,PRESENT,us-ct/policy/2026-09-14-tanf-manual-whole,us-ct/policy/dss/upm/8530.60/block-1,UPM 8530.60 good cause: inability to obtain child care because appropriate care is not available within a reasonable distance
tanf,us-ak,tanf-s02,REVIEW,ABSENT-IN-CITED,us-ak/regulation/2026-07-01-ak-atap-regulations,us-ak/regulation/aac/title-7/chapter-45/7 AAC 45.227,"the regulations carry minor-parent school attendance only; the dependent-child age limit is AS 47.27.005 (state statute), not in the cited scopes"
tanf,us-al,tanf-s02,REVIEW,PRESENT,us-al/policy/2026-07-02-al-tanf-official-documents,us-al/policy/dhr/public-assistance-payment-manual/appendix-n/section-2/page-13,"under 18, or under 19 if a full-time secondary/vocational student (also state plan page 2)"
tanf,us-ar,tanf-s02,REVIEW,REVIEW,us-ar/policy/2026-07-02-ar-tea-official-documents,,vocabulary hits are alien quarters and the time-limit rule; the dependent child definition was not surfaced
tanf,us-ca,tanf-s02,REVIEW,REVIEW,us-ca/regulation/2026-09-10-tanf-state-policy-manual,,hits are Cal-Learn (42-762) and WTW; MPP 42-101 (age of a child) was not surfaced
tanf,us-co,tanf-s02,REVIEW,PRESENT,us-co/regulation/2026-07-13-recovery-r2026-09-11-tanf-consolidated,us-co/regulation/9-ccr-2503-6/3.601,"3.601 'Dependent child': under 18, or 18-19 and a full-time secondary/vocational student expected to complete before 19"
tanf,us-ct,tanf-s02,REVIEW,REVIEW,us-ct/policy/2026-09-14-tanf-manual-whole,us-ct/policy/dss/upm/0500/block-1,UPM 0500 defines 'minor' (under 18); the TFA dependent-child age/student rule (UPM 3505) was not surfaced
tanf,us-ak,tanf-s29,REVIEW,ABSENT-IN-CITED,us-ak/regulation/2026-07-01-ak-atap-regulations,,"no liquor/casino/adult-entertainment or EBT-restriction text in the cited rulebook; the element is carried by the state TANF plan (602(a)) or the state EBT statute (e.g. AL carries it in its state plan page 13), a different family"
tanf,us-ar,tanf-s29,REVIEW,ABSENT-IN-CITED,us-ar/policy/2026-07-02-ar-tea-official-documents,,"no liquor/casino/adult-entertainment or EBT-restriction text in the cited rulebook; the element is carried by the state TANF plan (602(a)) or the state EBT statute (e.g. AL carries it in its state plan page 13), a different family"
tanf,us-ca,tanf-s29,REVIEW,ABSENT-IN-CITED,us-ca/regulation/2026-09-10-tanf-state-policy-manual,,"no liquor/casino/adult-entertainment or EBT-restriction text in the cited rulebook; the element is carried by the state TANF plan (602(a)) or the state EBT statute (e.g. AL carries it in its state plan page 13), a different family"
tanf,us-dc,tanf-s29,REVIEW,ABSENT-IN-CITED,us-dc/manual/2026-09-10-tanf-state-policy-manual,,"no liquor/casino/adult-entertainment or EBT-restriction text in the cited rulebook; the element is carried by the state TANF plan (602(a)) or the state EBT statute (e.g. AL carries it in its state plan page 13), a different family"
tanf,us-de,tanf-s29,REVIEW,ABSENT-IN-CITED,us-de/regulation/2026-09-14-tanf-manual-whole,,"no liquor/casino/adult-entertainment or EBT-restriction text in the cited rulebook; the element is carried by the state TANF plan (602(a)) or the state EBT statute (e.g. AL carries it in its state plan page 13), a different family"
tanf,us-fl,tanf-s29,REVIEW,ABSENT-IN-CITED,us-fl/manual/2026-05-27-fl-ess-manual-r2026-07-15-self-contained,,"no liquor/casino/adult-entertainment or EBT-restriction text in the cited rulebook; the element is carried by the state TANF plan (602(a)) or the state EBT statute (e.g. AL carries it in its state plan page 13), a different family"
tanf,us-fl,tanf-s21,REVIEW,PRESENT,us-fl/manual/2026-05-27-fl-ess-manual-r2026-07-15-self-contained,us-fl/manual/dcf/ess-program-policy-manual/600-application-processing/page-1,ESS manual 0620.1000 Up-Front Diversion (TCA) listed in the 600-series table of contents; the section body is in the same scope
tanf,us-ia,tanf-s21,REVIEW,PRESENT,us-ia/regulation/2026-07-03-ia-fip-admin-rules,us-ia/regulation/iac/441/47/47.24,"441 IAC 47.24 family self-sufficiency grants (immediate, short-term, not regular or ongoing)"
tanf,us-id,tanf-s21,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-il,tanf-s21,REVIEW,REVIEW,us-il/manual/2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained,,'diversion' hits are SOLQ codes and community-spouse resource diversion; no TANF diversion payment surfaced in the manual
tanf,us-ky,tanf-s21,REVIEW,ABSENT-IN-CITED,us-ky/manual/2026-09-10-tanf-state-policy-manual,,no diversion / non-recurrent short-term benefit text in Volume III (KTAP)
tanf,us-la,tanf-s21,REVIEW,ABSENT-IN-CITED,us-la/manual/2026-09-10-tanf-state-policy-manual,,no diversion / non-recurrent short-term benefit text in the FITAP manual
tanf,us-al,tanf-s12,REVIEW,ABSENT-IN-CITED,us-al/regulation/2026-07-02-al-admin-code-660-2-2,,"no vehicle exclusion text in 660-2-2 or the official documents scope (AL has no resource standard since 2009-10-01, per the state plan)"
tanf,us-co,tanf-s12,REVIEW,ABSENT-IN-CITED,us-co/regulation/2026-07-13-recovery-r2026-09-11-tanf-consolidated,us-co/regulation/8-ccr-1403-1/3.111/page-3,the only automobile exclusion in the consolidated scope is the CCCAP definitions (8 CCR 1403-1); the Colorado Works rule carries no vehicle rule
tanf,us-de,tanf-s12,REVIEW,ABSENT-IN-CITED,us-de/regulation/2026-09-14-tanf-manual-whole,,no vehicle text in DSSM 3000/4000
tanf,us-id,tanf-s12,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-ks,tanf-s12,REVIEW,PRESENT,us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained,us-ks/manual/dcf/keesm/keesm5500/block-1,KEESM 5500-5510 vehicle exemptions
tanf,us-ky,tanf-s12,REVIEW,ABSENT-IN-CITED,us-ky/manual/2026-09-10-tanf-state-policy-manual,,no vehicle/automobile exclusion text in Volume III
tanf,us-al,tanf-s24,REVIEW,ABSENT-IN-CITED,us-al/policy/2026-07-02-al-tanf-official-documents,,no family/domestic violence text in the cited scope
tanf,us-ar,tanf-s24,REVIEW,ABSENT-IN-CITED,us-ar/policy/2026-07-02-ar-tea-official-documents,,no family/domestic violence text in the cited scope
tanf,us-id,tanf-s24,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-il,tanf-s24,REVIEW,PRESENT,us-il/manual/2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained,us-il/manual/dhs/csmm/13091/block-1,WAG 03-06-01-h Family Violence Exclusion (listed in WAG 03; the block is in the same scope)
tanf,us-in,tanf-s24,REVIEW,PRESENT,us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained,us-in/manual/dfr/snap-tanf-program-policy-manual/page-159,victim of domestic or family violence in the last 60 days as a TANF work exemption
tanf,us-ks,tanf-s24,REVIEW,PRESENT,us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained,us-ks/manual/dcf/keesm/keesm2165/block-1,KEESM 2165 / 3510 domestic violence good cause for non-cooperation
tanf,us-al,tanf-s05,REVIEW,REVIEW,us-al/policy/2026-07-02-al-tanf-official-documents,us-al/policy/dhr/public-assistance-payment-manual/appendix-n/section-2/page-101,'basic need standard' referenced; the table itself was not surfaced
tanf,us-ar,tanf-s05,REVIEW,REVIEW,us-ar/policy/2026-07-02-ar-tea-official-documents,us-ar/policy/dhs/tea/manual/2024/page-176,'need standards' referenced in overpayment rules only
tanf,us-fl,tanf-s05,REVIEW,REVIEW,us-fl/manual/2026-05-27-fl-ess-manual-r2026-07-15-self-contained,us-fl/manual/dcf/ess-program-policy-manual/2400-budgeting-income/page-50,hits are the FS 165% need standard test and the IV-E consolidated need standard; the TCA need standard table was not surfaced
tanf,us-id,tanf-s05,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
tanf,us-ks,tanf-s05,REVIEW,REVIEW,us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained,us-ks/manual/dcf/keesm/keesm2180/block-1,KEESM refers to 'Table II Standards' in the Appendix; whether the appendix table is in the scope needs a read
tanf,us-mi,tanf-s05,REVIEW,ABSENT-IN-CITED,us-mi/manual/2026-09-11-mi-snap-manual-supersede,,"the cited scope's hit is BEM 503 income exclusions; the FIP standards are RFT 210 (reference tables), not in the scope"
tanf,us-ak,tanf-s22,REVIEW,PRESENT,us-ak/regulation/2026-07-01-ak-atap-regulations,us-ak/regulation/aac/title-7/chapter-45/7 AAC 45.523,7 AAC 45.523(a)(2) payment level for a dependent child in the home of a non-needy relative
tanf,us-al,tanf-s22,REVIEW,ABSENT-IN-CITED,us-al/regulation/2026-07-02-al-admin-code-660-2-2,,no child-only / non-needy caretaker text in the 44-row 660-2-2 scope
tanf,us-ar,tanf-s22,REVIEW,ABSENT-IN-CITED,us-ar/policy/2026-07-02-ar-tea-official-documents,,no child-only / non-needy caretaker text found by vocabulary
tanf,us-ct,tanf-s22,REVIEW,PRESENT,us-ct/policy/2026-09-14-tanf-manual-whole,us-ct/policy/dss/upm/8540.25/block-1,UPM 8540.25: non-parent caretaker included only if income at or below the standard of need for one
tanf,us-dc,tanf-s22,REVIEW,PRESENT,us-dc/manual/2026-09-10-tanf-state-policy-manual,us-dc/manual/dhs/tanf/esa-policy-manual/page-126,child-only grant where the parent and step-parent are out of the unit; no deeming
tanf,us-id,tanf-s22,REVIEW,ABSENT-IN-CITED,us-id/regulation/2026-09-10-tanf-state-policy-manual,,"IDAPA 16.03.08 is an 18-row rule after Idaho's rule reduction and carries no text for this element; the operative detail sits in IDHW's TAFI program standards/manual, not inventoried (new EXTRACTABLE family)"
