program,jurisdiction,element,old_status,new_status,scope_version,citation_path,note
medicaid,us-ak,M-435-222,REVIEW,ABSENT-IN-CITED,us-ak/policy/2026-09-13-medicaid-state-plan,us-ak/policy/cms/medicaid-state-plan/spa/ak-24-0001/approval-document/page-8,read: MACPro summary list or SPA-index summary; no election text
medicaid,us-de,M-435-222,REVIEW,PRESENT,us-de/policy/2026-09-13-medicaid-state-plan,us-de/policy/cms/medicaid-state-plan/spa/de-25-0009/approval-document/page-8,read: MACPro reviewable-unit page for 42 CFR 435.222 with the election
medicaid,us-ky,M-435-222,REVIEW,ABSENT-IN-CITED,us-ky/policy/2026-09-13-medicaid-state-plan,us-ky/policy/cms/medicaid-state-plan/spa/ky-25-0001/approval-document/page-4,read: MACPro summary list or SPA-index summary; no election text
medicaid,us-ms,M-435-222,REVIEW,PRESENT,us-ms/policy/2026-09-13-medicaid-state-plan,us-ms/policy/cms/medicaid-state-plan/spa/ms-13-0019-mm1/approval-document/page-26,read: MACPro reviewable-unit page for 42 CFR 435.222 with the election
medicaid,us-ny,M-435-222,REVIEW,ABSENT-IN-CITED,us-ny/policy/2026-09-13-medicaid-state-plan,us-ny/policy/cms/medicaid-state-plan/spa/ny-25-0026/approval-document/page-11,read: MACPro summary list or SPA-index summary; no election text
medicaid,us-tn,M-435-222,REVIEW,ABSENT-IN-CITED,us-tn/policy/2026-09-13-medicaid-state-plan,us-tn/policy/cms/medicaid-state-plan/spa-index/p01/block-1,read: MACPro summary list or SPA-index summary; no election text
medicaid,all,M-435-222,REVIEW,REVIEW,,,"element verdict after reading 6 states (2 carry it; us-ak us-de us-ky us-ms us-ny us-tn): mixed 2/6: the MACPro RU page ""42 CFR 435.222 Reasonable Classification of Individuals under Age 21 - The state elects"" (DE, MS) carries the election; the other hits are the group-name summary list or an SPA index summary. Pattern 42 CFR 435\.222.{0,300}elects in state-plan scopes (37 states hold the page)"
medicaid,us-ak,M-435-223,REVIEW,ABSENT-IN-CITED,us-ak/policy/2026-09-13-medicaid-state-plan,us-ak/policy/cms/medicaid-state-plan/spa/ak-24-0001/approval-document/page-8,read: MACPro summary list or SPA-index summary; no election text
medicaid,us-de,M-435-223,REVIEW,PRESENT,us-de/policy/2026-09-13-medicaid-state-plan,us-de/policy/cms/medicaid-state-plan/spa/de-13-0005-mm/approval-document/page-26,read: MACPro reviewable-unit page for the reasonable-classification groups (435.222/223)
medicaid,us-ks,M-435-223,REVIEW,ABSENT-IN-CITED,us-ks/policy/2026-09-13-medicaid-state-plan,us-ks/policy/cms/medicaid-state-plan/spa/ks-19-0018/approval-document/page-14,read: MACPro summary list or SPA-index summary; no election text
medicaid,us-ms,M-435-223,REVIEW,PRESENT,us-ms/policy/2026-09-13-medicaid-state-plan,us-ms/policy/cms/medicaid-state-plan/spa/ms-13-0019-mm1/approval-document/page-26,read: MACPro reviewable-unit page for the reasonable-classification groups (435.222/223)
medicaid,us-nv,M-435-223,REVIEW,ABSENT-IN-CITED,us-nv/policy/2026-09-13-medicaid-state-plan,us-nv/policy/cms/medicaid-state-plan/spa/nv-25-0006/approval-document/page-7,read: MACPro summary list or SPA-index summary; no election text
medicaid,us-tn,M-435-223,REVIEW,ABSENT-IN-CITED,us-tn/policy/2026-09-13-medicaid-state-plan,us-tn/policy/cms/medicaid-state-plan/spa-index/p01/block-1,read: MACPro summary list or SPA-index summary; no election text
medicaid,all,M-435-223,REVIEW,REVIEW,,,"element verdict after reading 6 states (2 carry it; us-ak us-de us-ks us-ms us-nv us-tn): mixed 2/6: same MACPro page as 435.222 (it cites 1902(a)(10)(A)(ii)(I) and (IV), so it settles both 435.222 and 435.223); the other hits are summary lists"
medicaid,us-ak,M-435-227,REVIEW,ABSENT-IN-CITED,us-ak/manual/2026-09-10-chip-state-eligibility-manual,us-ak/manual/dpa/magi-medicaid/806-1-the-application/block-1,"read: residency or confidentiality text mentioning IV-E adoption assistance, not the 435.227 group"
medicaid,us-de,M-435-227,REVIEW,ABSENT-IN-CITED,us-de/manual/2026-09-10-medicaid-state-eligibility-manual,us-de/manual/dss/medicaid/dssm-14000/page-6,"read: residency or confidentiality text mentioning IV-E adoption assistance, not the 435.227 group"
medicaid,us-ky,M-435-227,REVIEW,ABSENT-IN-CITED,us-ky/manual/2026-09-10-medicaid-state-eligibility-manual,us-ky/manual/dcbs/medicaid/volume-iva/page-24,"read: residency or confidentiality text mentioning IV-E adoption assistance, not the 435.227 group"
medicaid,us-ms,M-435-227,REVIEW,ABSENT-IN-CITED,us-ms/manual/2026-09-10-medicaid-state-eligibility-manual,us-ms/manual/dom/medicaid/chapter-102/page-8,"read: residency or confidentiality text mentioning IV-E adoption assistance, not the 435.227 group"
medicaid,us-ny,M-435-227,REVIEW,PRESENT,us-ny/manual/2026-09-10-medicaid-state-eligibility-manual,us-ny/manual/doh/medicaid/income/page-120,read: manual coverage-group rule for children with a non-IV-E adoption assistance agreement
medicaid,us-tn,M-435-227,REVIEW,ABSENT-IN-CITED,us-tn/manual/2026-09-10-medicaid-state-eligibility-manual,us-tn/manual/tenncare/medicaid/abd-100-005/page-3,"read: residency or confidentiality text mentioning IV-E adoption assistance, not the 435.227 group"
medicaid,all,M-435-227,REVIEW,ABSENT-IN-CITED,,,"element verdict after reading 6 states (1 carry it; us-ak us-de us-ky us-ms us-ny us-tn): ABSENT-IN-CITED 1/6: five hits are residency (435.403(g)) or confidentiality text that mentions IV-E adoption assistance; only NY MRG ""Adopted Children"" carries the non-IV-E adoption assistance group. Carrying family: the manual coverage-group chapter (vocabulary ""non-IV-E adoption assistance agreement"", ""state adoption subsidy"") or the MACPro RU ""Children with Non-IV-E Adoption Assistance"" (34 states)"
medicaid,us-ak,M-435-230,REVIEW,PRESENT,us-ak/policy/2026-09-13-medicaid-state-plan,us-ak/policy/cms/medicaid-state-plan/spa/ak-19-0002/approval-document/page-11,read: MACPro S-series 1634/SSI-criteria/209(b) election page
medicaid,us-fl,M-435-230,REVIEW,PRESENT,us-fl/policy/2026-09-13-medicaid-state-plan,us-fl/policy/cms/medicaid-state-plan/spa/fl-20-0001/approval-document/page-9,read: MACPro S-series 1634/SSI-criteria/209(b) election page
medicaid,us-ky,M-435-230,REVIEW,ABSENT-IN-CITED,us-ky/policy/2026-09-13-medicaid-state-plan,us-ky/policy/cms/medicaid-state-plan/spa/ky-14-0005/approval-document/page-12,read: 209(b) mentioned in a cost-sharing exemption list or the adult-group note; not the election
medicaid,us-mt,M-435-230,REVIEW,ABSENT-IN-CITED,us-mt/policy/2026-09-13-medicaid-state-plan,us-mt/policy/cms/medicaid-state-plan/spa/mt-15-0036/approval-document/page-14,read: 209(b) mentioned in a cost-sharing exemption list or the adult-group note; not the election
medicaid,us-nv,M-435-230,REVIEW,ABSENT-IN-CITED,us-nv/policy/2026-09-13-medicaid-state-plan,us-nv/policy/cms/medicaid-state-plan/spa/nv-13-0035-mm/approval-document/page-4,read: 209(b) mentioned in a cost-sharing exemption list or the adult-group note; not the election
medicaid,us-tn,M-435-230,REVIEW,PRESENT,us-tn/policy/2026-09-13-medicaid-state-plan,us-tn/policy/cms/medicaid-state-plan/spa/tn-21-0010/approval-document/page-9,read: MACPro S-series 1634/SSI-criteria/209(b) election page
medicaid,all,M-435-230,REVIEW,REVIEW,,,"element verdict after reading 6 states (3 carry it; us-ak us-fl us-ky us-mt us-nv us-tn): mixed 3/6: the MACPro S-series page ""Eligibility Determinations of Individuals Who Are Age 65 or Older or Who Have Blindness or a Disability"" (1634 / SSI-criteria / 209(b) election) settles whether 435.230 applies; cost-sharing exemption lists and the adult-group note only mention 209(b). Only CT HI IL MN MO NH ND OK VA are 209(b) states; for the other 42 the element is not applicable by election. Pattern: ""State Eligibility Determination \(209\(b\) State\)"""
medicaid,us-ak,M-435-211,REVIEW,ABSENT-IN-CITED,us-ak/manual/2026-09-10-medicaid-state-eligibility-manual,us-ak/manual/dpa/adltc/530-ssi-and-apa-related-categories-530-ssi-and-apa-related-categories/block-1,"read: Pickle / disabled widow(er) / state-supplement deduction text, not the institutionalized-cash-eligible group"
medicaid,us-de,M-435-211,REVIEW,ABSENT-IN-CITED,us-de/manual/2026-09-10-medicaid-state-eligibility-manual,us-de/manual/dss/medicaid/dssm-17000/page-3,"read: Pickle / disabled widow(er) / state-supplement deduction text, not the institutionalized-cash-eligible group"
medicaid,us-ks,M-435-211,REVIEW,ABSENT-IN-CITED,us-ks/manual/2026-09-10-medicaid-state-eligibility-manual,us-ks/manual/kdhe/medicaid/mkeesm-2000-2600-2680-protected-medical-groups/block-3,"read: Pickle / disabled widow(er) / state-supplement deduction text, not the institutionalized-cash-eligible group"
medicaid,us-mt,M-435-211,REVIEW,ABSENT-IN-CITED,us-mt/policy/2026-09-13-medicaid-state-plan,us-mt/policy/cms/medicaid-state-plan/spa/mt-20-0005/approval-document/page-16,"read: Pickle / disabled widow(er) / state-supplement deduction text, not the institutionalized-cash-eligible group"
medicaid,us-oh,M-435-211,REVIEW,ABSENT-IN-CITED,us-oh/manual/2026-09-10-medicaid-state-eligibility-manual,us-oh/manual/odm/medicaid/5160-1-3-02-6/block-1,"read: Pickle / disabled widow(er) / state-supplement deduction text, not the institutionalized-cash-eligible group"
medicaid,us-tn,M-435-211,REVIEW,ABSENT-IN-CITED,us-tn/manual/2026-09-10-medicaid-state-eligibility-manual,us-tn/manual/tenncare/medicaid/abd-115-020/page-1,"read: Pickle / disabled widow(er) / state-supplement deduction text, not the institutionalized-cash-eligible group"
medicaid,all,M-435-211,REVIEW,ABSENT-IN-CITED,,,"element verdict after reading 6 states (0 carry it; us-ak us-de us-ks us-mt us-oh us-tn): ABSENT-IN-CITED 0/6: the hits are the Pickle, disabled-widow(er) and optional-state-supplement rules (""would be eligible for SSI ... COLA""). Carrying family: the MACPro RU ""Individuals Eligible for Cash Assistance except for Institutionalization"" in attachment 2.2-A, or a manual institutional-group chapter (vocabulary ""would be eligible for SSI/AFDC if not in an institution"")"
medicaid,us-ak,M-435-308,REVIEW,PRESENT,us-ak/policy/2026-09-13-medicaid-state-plan,us-ak/policy/cms/medicaid-state-plan/spa/ak-09-05/attachment/page-2,read: attachment 2.2-A medically-needy under-21 election or a manual rule for the medically needy child group
medicaid,us-de,M-435-308,REVIEW,ABSENT-IN-CITED,us-de/policy/2026-09-13-medicaid-state-plan,us-de/policy/cms/medicaid-state-plan/spa/de-24-0005/approval-document/page-7,"read: continuous-eligibility page, SSI prior-eligibility note or a bare category list"
medicaid,us-ks,M-435-308,REVIEW,ABSENT-IN-CITED,us-ks/manual/2026-09-10-medicaid-state-eligibility-manual,us-ks/manual/kdhe/medicaid/mkeesm-2000-2600-2630-ssi-recipients/block-3,"read: continuous-eligibility page, SSI prior-eligibility note or a bare category list"
medicaid,us-mn,M-435-308,REVIEW,PRESENT,us-mn/manual/2026-09-10-medicaid-state-eligibility-manual,us-mn/manual/dhs/medicaid/2-1-3-1/block-4,read: attachment 2.2-A medically-needy under-21 election or a manual rule for the medically needy child group
medicaid,us-nv,M-435-308,REVIEW,ABSENT-IN-CITED,us-nv/policy/2026-09-13-medicaid-state-plan,us-nv/policy/cms/medicaid-state-plan/spa/nv-24-0007/approval-document/page-8,"read: continuous-eligibility page, SSI prior-eligibility note or a bare category list"
medicaid,us-tn,M-435-308,REVIEW,ABSENT-IN-CITED,us-tn/manual/2026-09-10-medicaid-state-eligibility-manual,us-tn/manual/tenncare/medicaid/admin-200-040/page-4,"read: continuous-eligibility page, SSI prior-eligibility note or a bare category list"
medicaid,all,M-435-308,REVIEW,REVIEW,,,"element verdict after reading 6 states (2 carry it; us-ak us-de us-ks us-mn us-nv us-tn): mixed 2/6: AK attachment 2.2-A page 25 (42 CFR 435.308, ages 21/20/19/18 election) and MN ""Asset limit for medically needy MA for children (with a spenddown)"" carry the group; the other hits are continuous-eligibility pages, an SSI prior-eligibility note and a category list"
medicaid,us-ar,M-435-310,REVIEW,ABSENT-IN-CITED,us-ar/manual/2026-09-10-medicaid-state-eligibility-manual,us-ar/manual/dco/medicaid/policy-manual/page-4,"read: table of contents, HIPP referral or group list only"
medicaid,us-ia,M-435-310,REVIEW,ABSENT-IN-CITED,us-ia/manual/2026-09-10-medicaid-state-eligibility-manual,us-ia/manual/hhs/medicaid/employees-manual-8-c/page-20,"read: table of contents, HIPP referral or group list only"
medicaid,us-la,M-435-310,REVIEW,ABSENT-IN-CITED,us-la/manual/2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/e-0000/page-1,"read: table of contents, HIPP referral or group list only"
medicaid,us-mo,M-435-310,REVIEW,PRESENT,us-mo/policy/2026-09-13-medicaid-state-plan,us-mo/policy/cms/medicaid-state-plan/spa/mo-21-0037/approval-document/page-12,read: medically needy parent/caretaker group rule or the state-plan population list naming 435.310
medicaid,us-nj,M-435-310,REVIEW,PRESENT,us-nj/manual/2026-09-10-medicaid-state-eligibility-manual,us-nj/manual/dhs/medicaid/njac-10-70/page-41,read: medically needy parent/caretaker group rule or the state-plan population list naming 435.310
medicaid,us-ut,M-435-310,REVIEW,PRESENT,us-ut/manual/2026-09-10-medicaid-state-eligibility-manual,us-ut/manual/dhhs/medicaid/300-medicaid-programs-345-3-caretaker-relatives-for-parent-caretaker-relative-pcr-and-family-medically-needy/block-2,read: medically needy parent/caretaker group rule or the state-plan population list naming 435.310
medicaid,all,M-435-310,REVIEW,REVIEW,,,"element verdict after reading 6 states (3 carry it; us-ar us-ia us-la us-mo us-nj us-ut): mixed 3/6: NJAC 10:70 (Medically Needy Program budget unit with parents), UT 345-3 (caretaker relatives for Family Medically Needy) and MO managed-care population list (Medically Needy Parents and Other Caretaker Relatives, 435.310) carry the group; AR is a table of contents, IA a HIPP referral rule, LA a group list"
medicaid,us-ak,M-435-320,REVIEW,PRESENT,us-ak/policy/2026-09-13-medicaid-state-plan,us-ak/policy/cms/medicaid-state-plan/spa/ak-19-0002/approval-document/page-16,"read: MACPro medically-needy income-deduction page for aged/blind/disabled, or manual/plan resource rule for SSI-related medically needy"
medicaid,us-de,M-435-320,REVIEW,PRESENT,us-de/policy/2026-09-13-medicaid-state-plan,us-de/policy/cms/medicaid-state-plan/spa/de-19-0008/approval-document/page-13,"read: MACPro medically-needy income-deduction page for aged/blind/disabled, or manual/plan resource rule for SSI-related medically needy"
medicaid,us-in,M-435-320,REVIEW,ABSENT-IN-CITED,us-in/policy/2026-09-13-medicaid-state-plan,us-in/policy/cms/medicaid-state-plan/spa/in-19-0014/attachment/page-17,read: MACPro medically-needy group checkbox list (glyphs lost)
medicaid,us-mn,M-435-320,REVIEW,PRESENT,us-mn/policy/2026-09-13-medicaid-state-plan,us-mn/policy/cms/medicaid-state-plan/spa/mn-24-0036/approval-document/page-11,"read: MACPro medically-needy income-deduction page for aged/blind/disabled, or manual/plan resource rule for SSI-related medically needy"
medicaid,us-nj,M-435-320,REVIEW,PRESENT,us-nj/manual/2026-09-10-medicaid-state-eligibility-manual,us-nj/manual/dhs/medicaid/njac-10-70/page-66,"read: MACPro medically-needy income-deduction page for aged/blind/disabled, or manual/plan resource rule for SSI-related medically needy"
medicaid,us-sd,M-435-320,REVIEW,PRESENT,us-sd/policy/2026-09-13-medicaid-state-plan,us-sd/policy/cms/medicaid-state-plan/spa/sd-10-002/approval-document/page-8,"read: MACPro medically-needy income-deduction page for aged/blind/disabled, or manual/plan resource rule for SSI-related medically needy"
medicaid,all,M-435-320,REVIEW,PATTERN-CONFIRMED,,,"element verdict after reading 6 states (5 carry it; us-ak us-de us-in us-mn us-nj us-sd): PATTERN-CONFIRMED 5/6: the MACPro S-series page ""F. Countable Income Deductions for the Medically Needy ... age 65 or older or who have blindness or a disability"" (AK DE MN), NJAC 10:70-5.3 SSI-related medically needy resources and SD attachment 2.6-A supplement 2 carry the aged medically needy group; IN is the checkbox list. Stronger patterns: ""Countable Income Deductions for the Medically Needy"" (state-plan scopes) and ""SSI-related.{0,40}medically needy|medically needy.{0,60}(aged|age 65)"" in manual headings"
medicaid,us-ak,M-435-322,REVIEW,PRESENT,us-ak/policy/2026-09-13-medicaid-state-plan,us-ak/policy/cms/medicaid-state-plan/spa/ak-19-0002/approval-document/page-16,read: MACPro medically-needy income-deduction page or state rule naming blind medically needy
medicaid,us-de,M-435-322,REVIEW,PRESENT,us-de/policy/2026-09-13-medicaid-state-plan,us-de/policy/cms/medicaid-state-plan/spa/de-19-0008/approval-document/page-13,read: MACPro medically-needy income-deduction page or state rule naming blind medically needy
medicaid,us-in,M-435-322,REVIEW,ABSENT-IN-CITED,us-in/policy/2026-09-13-medicaid-state-plan,us-in/policy/cms/medicaid-state-plan/spa/in-19-0014/attachment/page-17,read: checkbox list or SPA package header
medicaid,us-mi,M-435-322,REVIEW,ABSENT-IN-CITED,us-mi/policy/2026-09-13-medicaid-state-plan,us-mi/policy/cms/medicaid-state-plan/spa/mi-25-0100/approval-document/page-4,read: checkbox list or SPA package header
medicaid,us-nh,M-435-322,REVIEW,PRESENT,us-nh/regulation/2026-09-10-chip-state-eligibility-manual,us-nh/regulation/he-w-800/880.01,read: MACPro medically-needy income-deduction page or state rule naming blind medically needy
medicaid,us-sd,M-435-322,REVIEW,PRESENT,us-sd/policy/2026-09-13-medicaid-state-plan,us-sd/policy/cms/medicaid-state-plan/spa/sd-10-002/approval-document/page-8,read: MACPro medically-needy income-deduction page or state rule naming blind medically needy
medicaid,all,M-435-322,REVIEW,REVIEW,,,"element verdict after reading 6 states (4 carry it; us-ak us-de us-in us-mi us-nh us-sd): mixed 4/6: the same MACPro income-deduction page (AK DE), NH He-W 880.01 (ANB medically needy initiation) and SD supplement 2 carry the blind medically needy group; IN list, MI SPA header"
medicaid,us-ak,M-435-324,REVIEW,PRESENT,us-ak/policy/2026-09-13-medicaid-state-plan,us-ak/policy/cms/medicaid-state-plan/spa/ak-19-0002/approval-document/page-16,read: MACPro medically-needy income-deduction page
medicaid,us-de,M-435-324,REVIEW,ABSENT-IN-CITED,us-de/policy/2026-09-13-medicaid-state-plan,us-de/policy/cms/medicaid-state-plan/spa/de-21-0009/approval-document/page-30,"read: HCBS/PACE population list, SPA header or category list; not the group rule"
medicaid,us-in,M-435-324,REVIEW,ABSENT-IN-CITED,us-in/policy/2026-09-13-medicaid-state-plan,us-in/policy/cms/medicaid-state-plan/spa/in-23-0005/approval-document/page-34,"read: HCBS/PACE population list, SPA header or category list; not the group rule"
medicaid,us-mn,M-435-324,REVIEW,ABSENT-IN-CITED,us-mn/policy/2026-09-13-medicaid-state-plan,us-mn/policy/cms/medicaid-state-plan/spa/mn-24-0036/approval-document/page-4,"read: HCBS/PACE population list, SPA header or category list; not the group rule"
medicaid,us-nj,M-435-324,REVIEW,ABSENT-IN-CITED,us-nj/manual/2026-09-10-medicaid-state-eligibility-manual,us-nj/manual/dhs/medicaid/njac-10-69/page-118,"read: HCBS/PACE population list, SPA header or category list; not the group rule"
medicaid,us-tn,M-435-324,REVIEW,ABSENT-IN-CITED,us-tn/manual/2026-09-10-medicaid-state-eligibility-manual,us-tn/manual/tenncare/medicaid/admin-200-040/page-4,"read: HCBS/PACE population list, SPA header or category list; not the group rule"
medicaid,all,M-435-324,REVIEW,ABSENT-IN-CITED,,,"element verdict after reading 6 states (1 carry it; us-ak us-de us-in us-mn us-nj us-tn): ABSENT-IN-CITED 1/6: only the AK MACPro income-deduction page carries the disabled medically needy group; the other hits are HCBS supported-employment, PACE population and category lists. Carrying family: the MACPro S-series medically-needy income page (AK DE MN hold it) and attachment 2.2-A"
medicaid,us-ak,M-435-130,REVIEW,PRESENT,us-ak/manual/2026-09-10-medicaid-state-eligibility-manual,us-ak/manual/dpa/adltc/540-grandfathered-eligibility-categories-540-grandfathered-eligibility-categories/block-1,read: manual grandfathered-group rule for mandatory state supplement recipients
medicaid,us-ia,M-435-130,REVIEW,PRESENT,us-ia/manual/2026-09-10-medicaid-state-eligibility-manual,us-ia/manual/hhs/medicaid/employees-manual-8-f/page-23,read: manual grandfathered-group rule for mandatory state supplement recipients
medicaid,us-ma,M-435-130,REVIEW,ABSENT-IN-CITED,us-ma/policy/2026-09-13-medicaid-state-plan,us-ma/policy/cms/medicaid-state-plan/spa/ma-24-0019/approval-document/page-5,read: cost-sharing exemption list or MACPro group list
medicaid,us-ms,M-435-130,REVIEW,PRESENT,us-ms/manual/2026-09-10-medicaid-state-eligibility-manual,us-ms/manual/dom/medicaid/chapter-200/page-41,read: manual grandfathered-group rule for mandatory state supplement recipients
medicaid,us-oh,M-435-130,REVIEW,PRESENT,us-oh/manual/2026-09-10-medicaid-state-eligibility-manual,us-oh/manual/odm/medicaid/5160-1-3-02-6/block-1,read: manual grandfathered-group rule for mandatory state supplement recipients
medicaid,us-tx,M-435-130,REVIEW,ABSENT-IN-CITED,us-tx/policy/2026-09-13-medicaid-state-plan,us-tx/policy/cms/medicaid-state-plan/spa/tx-17-0024/approval-document/page-12,read: cost-sharing exemption list or MACPro group list
medicaid,all,M-435-130,REVIEW,REVIEW,,,"element verdict after reading 6 states (4 carry it; us-ak us-ia us-ma us-ms us-oh us-tx): mixed 4/6: AK 540 C, IA chapter F coverage-group list, MS 200A.07.03 and OAC 5160:1-3-02.6 carry the mandatory-state-supplement group; MA is a cost-sharing exemption list and TX the MACPro group list. Stronger vocabulary: grandfathered/protected group chapters (""grandfathered eligibility categories"", ""grandfathering provisions"", ""December 1973"")"
medicaid,us-ak,M-435-132,REVIEW,PRESENT,us-ak/manual/2026-09-10-medicaid-state-eligibility-manual,us-ak/manual/dpa/adltc/540-grandfathered-eligibility-categories-540-grandfathered-eligibility-categories/block-1,read: grandfathered institutionalized-1973 group rule or MACPro RU page
medicaid,us-de,M-435-132,REVIEW,PRESENT,us-de/manual/2026-09-10-medicaid-state-eligibility-manual,us-de/manual/dss/medicaid/dssm-20000/page-1,read: grandfathered institutionalized-1973 group rule or MACPro RU page
medicaid,us-il,M-435-132,REVIEW,ABSENT-IN-CITED,us-il/manual/2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained,us-il/manual/dhs/csmm/15956/block-1,read: different grandfathered group or MACPro list
medicaid,us-ma,M-435-132,REVIEW,ABSENT-IN-CITED,us-ma/policy/2026-09-13-medicaid-state-plan,us-ma/policy/cms/medicaid-state-plan/spa/ma-17-0021/approval-document/page-8,read: different grandfathered group or MACPro list
medicaid,us-oh,M-435-132,REVIEW,PRESENT,us-oh/manual/2026-09-10-medicaid-state-eligibility-manual,us-oh/manual/odm/medicaid/5160-1-3-02-6/block-1,read: grandfathered institutionalized-1973 group rule or MACPro RU page
medicaid,us-tn,M-435-132,REVIEW,PRESENT,us-tn/policy/2026-09-13-medicaid-state-plan,us-tn/policy/cms/medicaid-state-plan/spa/tn-21-0010/approval-document/page-72,read: grandfathered institutionalized-1973 group rule or MACPro RU page
medicaid,all,M-435-132,REVIEW,REVIEW,,,"element verdict after reading 6 states (4 carry it; us-ak us-de us-il us-ma us-oh us-tn): mixed 4/6: AK 540 C, DE DSSM 20100.2.3, OAC 5160:1-3-02.6 and the TN MACPro RU page ""Institutionalized Individuals Continuously Eligible Since 1973"" carry the group; IL McMahon (chore services) and the MA list do not"
