jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,ccdf-f-cfr-98.83,federal,federal regulation,PRESENT,us/regulation/2026-09-11-title-45-part-98,us/regulation/45/98/83,no,"body 6722 chars: '(a) The grantee shall designate an agency, department, or unit to act as the Tribal Lead A'; inherited by all 51 jurisdictions"
us,ccdf-f-cfr-98.84,federal,federal regulation,PRESENT,us/regulation/2026-09-11-title-45-part-98,us/regulation/45/98/84,no,"body 4644 chars: '(a) Upon requesting and receiving approval from the Secretary, Tribal Lead Agencies may us'; inherited by all 51 jurisdictions"
us,ccdf-f-cfr-98.90,federal,federal regulation,PRESENT,us/regulation/2026-09-11-title-45-part-98,us/regulation/45/98/90,no,body 2419 chars: '(a) The Secretary will monitor programs funded under the CCDF for compliance with:  (1) Th'; inherited by all 51 jurisdictions
us,ccdf-f-cfr-98.91,federal,federal regulation,PRESENT,us/regulation/2026-09-11-title-45-part-98,us/regulation/45/98/91,no,"body 1303 chars: '(a) If after reasonable notice to a Lead Agency, pursuant to § 98.90 or § 98.93, a final d'; inherited by all 51 jurisdictions"
us,ccdf-f-cfr-98.92,federal,federal regulation,PRESENT,us/regulation/2026-09-11-title-45-part-98,us/regulation/45/98/92,no,body 3654 chars: '(a) Upon a final determination that the Lead Agency has failed to substantially comply wit'; inherited by all 51 jurisdictions
us,ccdf-f-cfr-98.93,federal,federal regulation,PRESENT,us/regulation/2026-09-11-title-45-part-98,us/regulation/45/98/93,no,body 1589 chars: '(a) This section applies to any complaint (other than a complaint alleging violation of th'; inherited by all 51 jurisdictions
us,ccdf-f-cfr-98.100,federal,federal regulation,PRESENT,us/regulation/2026-09-11-title-45-part-98,us/regulation/45/98/100,no,"body 2969 chars: '(a) Applicability—The requirements of this subpart apply to the fifty States, the District'; inherited by all 51 jurisdictions"
us,ccdf-f-cfr-98.101,federal,federal regulation,PRESENT,us/regulation/2026-09-11-title-45-part-98,us/regulation/45/98/101,no,"body 1757 chars: '(a) Case Reviews and Sampling—In preparing the error reports required by this subpart, Sta'; inherited by all 51 jurisdictions"
us,ccdf-f-cfr-98.102,federal,federal regulation,PRESENT,us/regulation/2026-09-11-title-45-part-98,us/regulation/45/98/102,no,"body 5641 chars: '(a) Baseline Submission Report—At a minimum, States, the District of Columbia and Puerto R'; inherited by all 51 jurisdictions"
us,ccdf-f-acf-guidance,federal,ACF guidance,REVIEW,,,no,no ACF OCC guidance or preprint scope in the corpus; the FY 2025-2027 index lists no preprint; the OCC CCDF-ACF-PI series has not been inventoried
us-ak,ccdf-s01,federal_with_state_option,CCDF state plan 1.1-1.2,REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s02,federal_with_state_option,CCDF state plan 2.2.1,REVIEW,,,yes,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s03,federal_with_state_option,CCDF state plan 2.2.2,REVIEW,,,partial,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s04,federal_with_state_option,CCDF state plan 2.2.3-2.2.4,REVIEW,,,yes,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s05,federal_with_state_option,CCDF state plan 2.5.5,REVIEW,,,yes,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s06,federal_with_state_option,CCDF state plan 2.2.6,REVIEW,,,partial,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s07,federal_with_state_option,CCDF state plan 2.2.5,REVIEW,,,yes,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s08,federal_with_state_option,CCDF state plan 2.2.7,REVIEW,,,partial,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s09,federal_with_state_option,CCDF state plan 2.2 / 2.3,REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s10,federal_with_state_option,CCDF state plan 2.3.1-2.3.3,REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s11,federal_with_state_option,CCDF state plan 2.5.2,REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s12,federal_with_state_option,CCDF state plan 2.5.3,REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s13,federal_with_state_option,CCDF state plan 2.5.4,REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s14,federal_with_state_option,CCDF state plan 2.1 / 2.5,REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s15,federal_with_state_option,CCDF state plan 3.1.1-3.1.2 (fee table),REVIEW,,,yes,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s16,federal_with_state_option,CCDF state plan 3.2.1,REVIEW,,,yes,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s17,federal_with_state_option,CCDF state plan 3.3.1,REVIEW,,,partial,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s18,federal_with_state_option,CCDF state plan 4.1.1,REVIEW,,,partial,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s19,federal_with_state_option,CCDF state plan 4.2,REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s20,federal_with_state_option,CCDF state plan 4.3.1-4.3.2 (rate tables as of plan date),REVIEW,,,yes,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s21,federal_with_state_option,CCDF state plan 4.3.3,REVIEW,,,partial,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s22,federal_with_state_option,CCDF state plan 4.4.1-4.4.3,REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s23,federal_with_state_option,CCDF state plan section 5,REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s24,federal_with_state_option,CCDF state plan 2.2.9,REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s25,federal_with_state_option,CCDF state plan 10.1-10.2,REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s26,federal_with_state_option,CCDF state plan (Lead Agency publication reached via the ACF index),REVIEW,,,no,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
us-ak,ccdf-s27,federal_with_state_option,"ACF-hosted Appendix PDF on the FY 2025-2027 index (51 listed, 0 taken)",EXTRACTABLE,,,no,"ACF-hosted Appendix 1 PDF listed on acf.gov/occ/form/approved-ccdf-plans-fy-2025-2027 for all 50 states + DC (51 listed, 0 taken; run note 'Appendix family not taken')"
us-ak,ccdf-s28,federal_with_state_option,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",REVIEW,,,no,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
us-ak,ccdf-s29,federal_with_state_option,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),REVIEW,,,yes,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
us-ak,ccdf-s30,federal_with_state_option,state rate schedules / MRS sheets / transmittals (state-published),REVIEW,,,yes,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
us-al,ccdf-s01,federal_with_state_option,CCDF state plan 1.1-1.2,PRESENT,us-al/policy/2026-09-10-ccdf-plan-fy2025-2027,us-al/policy/acf/ccdf-plan/fy2025-2027/1.1,no,plan section '1.1 CCDF Leadership' | a joint interagency office to represent the State or Territory as the Lead Agency. The Lead Agency agrees to administer the program in accordance with
us-al,ccdf-s02,federal_with_state_option,CCDF state plan 2.2.1,PRESENT,us-al/policy/2026-09-10-ccdf-plan-fy2025-2027,us-al/policy/acf/ccdf-plan/fy2025-2027/2.2,yes,"plan section '2.2 Eligible Children and Families' | At eligibility determination or redetermination, children must (1) be younger than age 13; (2) reside with a family whose income does not exceed 85 percent of"
us-al,ccdf-s03,federal_with_state_option,CCDF state plan 2.2.2,PRESENT,us-al/policy/2026-09-10-ccdf-plan-fy2025-2027,us-al/policy/acf/ccdf-plan/fy2025-2027/2.2,partial,"plan section '2.2 Eligible Children and Families' | or attending a job training or educational program (which can include job search) or (b) receive, or need to receive, protective services as defined b"
us-al,ccdf-s04,federal_with_state_option,CCDF state plan 2.2.3-2.2.4,PRESENT,us-al/policy/2026-09-10-ccdf-plan-fy2025-2027,us-al/policy/acf/ccdf-plan/fy2025-2027/2.2,yes,plan section '2.2 Eligible Children and Families' | x] No. [ ] Yes. 2.2.3 Eligibility criteria: deciding entity on family income limits How are income eligibility limits established? [x] There is a statewi
us-al,ccdf-s05,federal_with_state_option,CCDF state plan 2.5.5,PRESENT,us-al/policy/2026-09-10-ccdf-plan-fy2025-2027,us-al/policy/acf/ccdf-plan/fy2025-2027/2.5,yes,plan section '2.5 Promoting Continuity of Care' | gency’s income eligibility threshold but not the federal threshold of 85 percent of SMI; and • Regardless of temporary changes in participation in wor
us-al,ccdf-s06,federal_with_state_option,CCDF state plan 2.2.6,PRESENT,us-al/policy/2026-09-10-ccdf-plan-fy2025-2027,us-al/policy/acf/ccdf-plan/fy2025-2027/2.2,partial,"plan section '2.2 Eligible Children and Families' | ) for a family of the same size and whose family assets do not exceed $1,000,000; and (3)(a) reside with a parent or parents who are working or attend"
us-al,ccdf-s07,federal_with_state_option,CCDF state plan 2.2.5,PRESENT,us-al/policy/2026-09-10-ccdf-plan-fy2025-2027,us-al/policy/acf/ccdf-plan/fy2025-2027/2.2,yes,plan section '2.2 Eligible Children and Families' | limit is 180% of Federal Poverty Line (FPL) 2.2.5 Income eligibility: irregular fluctuations in earnings Lead Agencies must take into account irregular fluctuati
us-al,ccdf-s08,federal_with_state_option,CCDF state plan 2.2.7,PRESENT,us-al/policy/2026-09-10-ccdf-plan-fy2025-2027,us-al/policy/acf/ccdf-plan/fy2025-2027/2.2,partial,"plan section '2.2 Eligible Children and Families' | ion or redetermination, children must (1) be younger than age 13; (2) reside with a family whose income does not exceed 85 percent of the State's"
